comment,sarc_majority
"[('docking',), ('remember',), ('lying',), ('say',), ('do',), ('know',), ('got',)]",non-sarc
"[('dropped',)]",non-sarc
"[('is',), ('lie',), ('want',), ('is',), ('going',), ('bangladesh',), ('want',), ('take',), ('do',), ('believe',), ('had',)]",non-sarc
"[('talking',)]",non-sarc
"[('developed',)]",non-sarc
"[('eat',), ('dipped',), ('wait',), ('is',)]",non-sarc
[nan],non-sarc
"[('retreat',), ('hunger',), ('advanced',), ('knows',), ('shot',)]",non-sarc
[nan],non-sarc
"[('developed',), ('is',), ('is',), ('got',)]",non-sarc
"[('look',)]",non-sarc
"[('is',)]",non-sarc
"[('is',), ('suffocating',), ('done',)]",sarc
"[('believe',)]",sarc
"[('talking',), ('convoluted',), ('twisted',), ('offspring',)]",non-sarc
[nan],non-sarc
"[('is',), ('pinhead',), ('do',), ('understand',), ('is',), ('talking',)]",non-sarc
"[('advanced',), ('had',), ('developed',), ('fell',), ('is',)]",sarc
"[('developed',), ('pay',), ('is',), ('wretched',)]",non-sarc
[nan],sarc
"[('is',)]",sarc
"[('advanced',)]",sarc
"[('is',), ('hearing',), ('is',), ('leave',), ('teaching',), ('remember',), ('is',)]",sarc
"[('do',), ('worry',), ('falls',), ('will',), ('add',), ('add',), ('developed',), ('make',), ('suffer',)]",sarc
[nan],non-sarc
"[(""he's"",), ('have',), ('do',), ('is',), ('say',)]",sarc
"[('talking',), ('is',), ('be',), ('withdrawn',), ('do',), ('know',), ('trust',), ('label',)]",sarc
"[('can',), ('believe',), ('bugis',), ('blind',)]",non-sarc
[nan],non-sarc
"[('developed',)]",non-sarc
"[('may',), ('open',), ('repent',)]",non-sarc
"[('deteriorating',)]",non-sarc
"[('make',), ('work',), ('had',), ('be',), ('want',), ('ask',), ('question,',), ('is',), ('said',), ('control',), ('can',), ('chat',), ('is',), ('wait',), ('is',), ('remember',)]",non-sarc
"[('can',), ('dock',), ('trick',), ('do',), ('know',), ('can',), ('le',)]",sarc
"[('kah',)]",sarc
[nan],non-sarc
"[('is',), ('ashamed',), ('correct',)]",non-sarc
[nan],sarc
"[('tried',), ('trying',)]",sarc
[nan],non-sarc
[nan],non-sarc
"[('go',), ('sacrifice',)]",non-sarc
"[('says',), ('going',), ('knows',), ('realize',), ('is',)]",non-sarc
"[('testicles',)]",non-sarc
"[('can',), ('ride',), ('plunge',)]",non-sarc
"[('making',)]",non-sarc
"[('did',), ('have',), ('squeeze',)]",non-sarc
"[('saw',), ('is',), ('is',)]",non-sarc
"[('make',), ('is',)]",sarc
"[('opened',), ('is',), ('oriented',), ('do',), ('make',)]",sarc
[nan],sarc
"[('advanced',)]",non-sarc
"[('is',), ('squeezed',)]",non-sarc
[nan],sarc
"[('lying',)]",non-sarc
[nan],sarc
[nan],non-sarc
[nan],sarc
"[('developed',)]",sarc
"[('is',), ('develop',), ('had',), ('tie',), ('want',), ('menterix',)]",non-sarc
"[('advanced',), ('want',), ('eat',), ('was',), ('was',)]",non-sarc
"[('has',)]",sarc
[nan],non-sarc
"[('want',), ('hear',), ('can',), ('be',), ('developed',), ('???stabilized',)]",sarc
[nan],non-sarc
"[('is',), ('arise',)]",non-sarc
"[('is',), ('develop',), ('pm',), ('is',), ('suffer',)]",non-sarc
"[('is',), ('depressed',), ('tormented',), ('is',), ('pru',)]",non-sarc
[nan],non-sarc
"[('can',), ('pay',), ('wretched',)]",non-sarc
"[('read',), ('vomiting',)]",sarc
"[('go',), ('oppressed',), ('suffer',), ('are',)]",sarc
"[('interviewed',)]",non-sarc
"[('developed',), ('does',), ('say',), ('is',)]",sarc
[nan],non-sarc
"[('is',), ('mdb',), ('fled',)]",sarc
"[('forward',), ('foul',)]",sarc
"[('chosen',)]",non-sarc
"[('advanced',)]",sarc
"[('pm',), ('progresses',), ('pay',), ('pm',), ('wretched',), ('surrounding',), ('puii',)]",non-sarc
[nan],non-sarc
"[('continue',), ('progress',)]",non-sarc
"[('introduce',), ('developed',)]",sarc
"[('know',), ('follow',), ('is',), ('set',), ('was',)]",sarc
"[('was',), ('haha',)]",non-sarc
"[('talk',)]",non-sarc
[nan],non-sarc
"[('is',)]",non-sarc
"[('deceived',), ('continue',), ('go',)]",sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
"[('was',), ('getting',), ('living',), ('is',), ('increasing',)]",non-sarc
"[('truss',)]",sarc
[nan],sarc
"[('najib',)]",non-sarc
"[('advanced',)]",sarc
[nan],non-sarc
"[('took',), ('puii',)]",sarc
"[('speaking',)]",sarc
"[('kan',)]",sarc
"[('do',), ('know',), ('say',), ('have',), ('thought',)]",sarc
"[('shit',), ('advanced',)]",non-sarc
"[('toilet',)]",non-sarc
"[('agree',), ('agree',), ('resign',), ('is',)]",sarc
[nan],sarc
"[('will',), ('mind',)]",non-sarc
"[('advanced',), ('dry',), ('is',)]",non-sarc
[nan],non-sarc
[nan],sarc
"[('testicles',)]",non-sarc
"[('advanced',), ('is',)]",sarc
[nan],non-sarc
"[('developed',), ('advanced',)]",sarc
"[('malaysia',), ('saw',), ('gambling',)]",sarc
[nan],non-sarc
"[('is',), ('going',), ('be',), ('stop',)]",non-sarc
"[('is',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
"[('testicles',)]",non-sarc
[nan],non-sarc
"[('are',), ('pretty',)]",non-sarc
[nan],sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],sarc
"[('was',), ('hear',)]",non-sarc
[nan],sarc
"[('developed',), ('do',), ('see',), ('say',), ('was',), ('may',), ('forget',), ('wear',), ('looks',), ('fix',), ('seems',)]",sarc
"[('am',), ('watching',), ('participated',)]",sarc
"[('had',), ('developed',), ('is',), ('is',)]",non-sarc
"[('have',)]",non-sarc
[nan],non-sarc
"[('said',), ('said',), ('was',), ('are',), ('cheat',), ('gone',)]",non-sarc
"[('is',)]",non-sarc
[nan],sarc
"[('would',), ('make',)]",non-sarc
"[('is',), ('highlight',), ('is',), ('continue',), ('continue',), ('deceive',), ('convert',)]",non-sarc
"[('is',), ('malaysia',), ('racing',), ('want',), ('develop',)]",sarc
"[('candied',), ('najib',), ('is',)]",non-sarc
[nan],non-sarc
[nan],sarc
"[('is',), ('go',), ('oversea',)]",sarc
[nan],non-sarc
[nan],non-sarc
"[('advanced',), ('is',), ('do',), ('believe',), ('dropped',), ('see',), ('go',), ('bed',), ('roof',), ('dare',)]",non-sarc
"[('is',), ('recognized',)]",sarc
"[('is',), ('developed',)]",non-sarc
"[('want',), ('spit',)]",sarc
[nan],non-sarc
"[('read',), ('saw',), ('pull',)]",non-sarc
"[('is',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],sarc
"[('is',), ('know',), ('do',), ('have',), ('pee',), ('end',)]",non-sarc
"[('is',), ('pru',), ('wait',), ('vote',)]",non-sarc
"[('is',)]",non-sarc
"[('has',)]",non-sarc
"[('did',), ('expect',), ('ashamed',), ('tell',), ('has',), ('say',), ('has',)]",non-sarc
"[('rub',)]",sarc
"[('be',)]",sarc
"[('air',)]",sarc
[nan],non-sarc
"[('engrossed',), ('delighted',), ('languished',)]",sarc
"[('do',), ('be',), ('fooled',), ('shock',), ('pm',)]",sarc
[nan],sarc
"[('must',), ('tormented',), ('can',), ('cause',), ('child',)]",non-sarc
[nan],non-sarc
[nan],sarc
"[('is',)]",sarc
"[('gambling',), ('say',)]",non-sarc
[nan],sarc
"[('ashamed',)]",non-sarc
[nan],sarc
"[('was',), ('shocked',), ('understand',), ('want',), ('got',), ('go',), ('go',), ('go',)]",sarc
"[('went',)]",non-sarc
"[('delighted',), ('is',), ('can',)]",sarc
"[('hear',), ('say',), ('is',), ('fool',), ('suppressed',), ('i',), ('believe',), ('do',), ('have',), ('do',), ('najib',), ('ok',), ('understand',)]",non-sarc
[nan],non-sarc
"[('do',), ('care',)]",non-sarc
[nan],sarc
"[('lah',), ('do',), ('spin',)]",sarc
"[('is',)]",non-sarc
"[('developed',), ('be',)]",non-sarc
[nan],non-sarc
"[('said',)]",non-sarc
[nan],sarc
"[('is',), ('advanced',), ('did',), ('know',)]",non-sarc
"[('create',)]",non-sarc
"[('are',), ('can',), ('be',), ('done',)]",sarc
"[('does',), ('go',), ('can',), ('beat',)]",non-sarc
"[('wretched',)]",non-sarc
"[('been',), ('flattering',), ('recognized',), ('is',)]",sarc
"[('is',), ('progressing',)]",sarc
"[('was',), ('want',), ('will',), ('remove',), ('misbegotten',)]",non-sarc
"[('go',), ('hell',)]",non-sarc
"[('blasted',)]",non-sarc
"[('go',), ('is',)]",non-sarc
[nan],non-sarc
"[('do',), ('know',), ('is',), ('troubling',), ('want',), ('download',)]",sarc
"[('had',)]",non-sarc
"[('does',), ('go',)]",sarc
"[('do',), ('believe',), ('is',)]",sarc
"[('developed',)]",non-sarc
[nan],non-sarc
"[('right',)]",sarc
[nan],non-sarc
"[('gone',), ('is',), ('najib',)]",non-sarc
"[('go',)]",sarc
"[('is',)]",non-sarc
"[('devastated',)]",non-sarc
[nan],sarc
"[('developed',)]",sarc
"[('go',), ('is',)]",sarc
[nan],sarc
"[('keep',)]",sarc
"[('misbegotten',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
"[('suffer',)]",sarc
"[('get',), ('lost',), ('living',), ('is',), ('does',), ('want',)]",non-sarc
"[('pm',), ('???',), ('getting',), ('being',), ('oppressed',), ('forced',), ('are',), ('doing',), ('is',), ('can',), ('bear',), ('explode',)]",non-sarc
"[('panting',)]",non-sarc
"[('is',)]",non-sarc
"[('noticed',), ('was',), ('remember',), ('is',), ('forgot',), ('advanced',), ('know',)]",sarc
"[('is',)]",sarc
"[('is',), ('fool',)]",non-sarc
"[('destroy',)]",non-sarc
[nan],non-sarc
"[('want',), ('throw',)]",non-sarc
"[('does',), ('use',)]",non-sarc
[nan],non-sarc
"[('have',), ('make',), ('have',), ('remember',), ('fall',), ('will',), ('step',)]",sarc
[nan],sarc
"[('feeling',), ('living',)]",non-sarc
"[('suffer',), (""you're"",)]",sarc
[nan],sarc
"[('walk',), ('b',), ('want',), ('say',)]",non-sarc
[nan],sarc
"[('pm',), ('malaysia',)]",sarc
"[('pm',)]",non-sarc
"[('haha',), ('said',), ('may',), ('be',)]",sarc
"[('gambling',)]",sarc
"[('is',), ('done',), ('support',), ('bother',), ('have',), ('been',), ('let',), ('know',)]",non-sarc
"[('is',), ('can',), ('donate',), ('including',), ('should',), ('be',), ('let',), ('kah',)]",non-sarc
"[('ah',)]",sarc
[nan],non-sarc
[nan],non-sarc
[nan],sarc
"[('chat',)]",sarc
"[('are',)]",non-sarc
"[('do',), ('make',), ('can',)]",sarc
"[('incoming',)]",non-sarc
"[('was',), ('did',)]",non-sarc
"[('is',), ('know',), ('is',), ('seen',), ('can',), ('change',)]",non-sarc
"[('kid',), ('read',)]",sarc
"[('compared',)]",sarc
[nan],non-sarc
[nan],sarc
"[('vary',)]",non-sarc
[nan],non-sarc
"[('is',), ('wretched',), ('hope',), ('can',), ('reply',), ('is',), ('are',), ('mu',), ('is',), ('eat',), ('causes',), ('suffer',), ('wait',), ('is',)]",non-sarc
[nan],non-sarc
"[('said',)]",non-sarc
"[('is',), ('can',), ('songlap',)]",sarc
"[('bubbling',), ('write',), ('haha',)]",sarc
"[('hear',), ('feel',)]",sarc
[nan],sarc
"[('is',), ('blasted',)]",sarc
"[('wanna',)]",sarc
"[('is',)]",sarc
[nan],non-sarc
"[('do',), ('know',), ('chants',), ('wearing',), ('evening',), ('is',), ('is',), ('jib',)]",non-sarc
"[('is',), ('filled',)]",sarc
"[('is',)]",sarc
"[('have',), ('chart',), ('saw',)]",sarc
"[('knave',)]",non-sarc
[nan],sarc
"[('made',), ('getting',)]",non-sarc
"[('shock',), ('najib',)]",sarc
"[('name',), ('is',), ('do',), ('want',), ('do',), ('want',)]",sarc
"[('said',)]",non-sarc
"[('is',), ('do',), ('contribute',), ('mahathir',), ('stopped',), ('do',), ('destroy',)]",non-sarc
"[('yale',), ('withdraw',)]",sarc
[nan],non-sarc
[nan],non-sarc
"[('produced',)]",non-sarc
"[('haha',)]",sarc
"[('does',), ('make',), ('go',), ('have',), ('developed',), ('have',), ('follow',)]",sarc
"[('arrived',), ('vomiting',)]",non-sarc
"[('are',), ('gambling',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
"[('read',)]",sarc
"[('is',)]",sarc
"[('are',), ('facing',), ('want',)]",non-sarc
"[('ass',)]",non-sarc
"[('do',), ('believe',)]",non-sarc
[nan],non-sarc
"[('trick',)]",non-sarc
"[('chat',)]",sarc
"[('know',)]",sarc
"[('developed',)]",sarc
[nan],non-sarc
"[('honored',), ('be',), ('loved',)]",non-sarc
"[('was',), ('joking',)]",sarc
"[('feels',)]",non-sarc
"[('say',)]",sarc
"[('kan',)]",sarc
[nan],non-sarc
[nan],sarc
"[('can',), ('is',)]",non-sarc
"[('strangle',)]",sarc
[nan],non-sarc
[nan],sarc
[nan],non-sarc
"[('jib',)]",sarc
[nan],non-sarc
"[('developed',)]",sarc
"[('mu',), ('suffering',), ('do',), ('know',), ('expire',)]",sarc
"[('chatting',), ('is',), ('is',), ('controlled',), ('is',)]",sarc
"[('shit',), ('haha',)]",non-sarc
"[('marginalized',), ('were',), ('preoccupied',)]",sarc
[nan],non-sarc
"[('is',), ('face',)]",sarc
[nan],sarc
"[('has',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
"[('pm',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
"[('do',), ('follow',), ('have',), ('follow',)]",non-sarc
"[('can',), ('be',), ('applied',), ('faced',)]",non-sarc
"[('do',), ('know',)]",sarc
"[('is',), ('advanced',), ('is',)]",non-sarc
"[('is',), ('booming',), ('track',), ('working',), ('najib',)]",non-sarc
"[('are',), ('see',), ('fake',), ('are',)]",sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],sarc
"[('does',), ('feel',), ('ooi',), ('am',), ('feeling',), ('tested',), ('is',), ('eat',), ('ns',)]",sarc
[nan],non-sarc
"[('developed',), ('docking',), ('eating',)]",non-sarc
[nan],sarc
"[('is',), ('is',), ('going',), ('believe',)]",sarc
[nan],sarc
[nan],non-sarc
"[('facing',)]",non-sarc
"[('ds',)]",non-sarc
[nan],sarc
[nan],non-sarc
"[('gonna',)]",non-sarc
"[('gonna',)]",non-sarc
"[('is',)]",sarc
"[('go',)]",non-sarc
"[('is',), ('is',)]",sarc
[nan],sarc
"[('ye',)]",non-sarc
"[('developed',)]",sarc
"[('najib',), ('hope',), ('can',), ('reply',), ('amin',)]",non-sarc
"[('do',), ('believe',), ('said',)]",non-sarc
"[('wretched',)]",non-sarc
"[('am',), ('be',)]",non-sarc
"[('blind',), ('natang',)]",non-sarc
"[('oppressed',), ('suffer',)]",non-sarc
[nan],non-sarc
"[('is',), ('going',), ('come',), ('gambling',), ('blind',)]",sarc
"[('do',), ('can',), ('understand',), ('say',), ('said',)]",non-sarc
"[('feeling',)]",sarc
[nan],non-sarc
[nan],sarc
[nan],non-sarc
"[('is',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
"[('pm',), ('sputum',), ('puii',)]",non-sarc
"[('acting',), ('went',), ('was',), ('scrounge',)]",non-sarc
[nan],sarc
"[('suffering',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
"[('step',), ('is',), ('have',), ('suffer',), (""you're"",), ('continue',), ('be',), ('am',)]",non-sarc
[nan],non-sarc
[nan],sarc
"[('pm',), ('ignored',)]",non-sarc
"[('do',), ('announce',)]",sarc
"[('gambling',), ('haha',)]",sarc
[nan],sarc
[nan],sarc
[nan],non-sarc
[nan],non-sarc
"[('is',)]",non-sarc
"[('remember',), ('will',), ('come',)]",non-sarc
"[('recognize',), ('can',), ('be',)]",sarc
"[('advanced',)]",sarc
"[('has',), ('pm',)]",non-sarc
"[('is',)]",non-sarc
[nan],non-sarc
"[('became',)]",non-sarc
[nan],non-sarc
"[('is',), ('noticed',)]",sarc
[nan],non-sarc
[nan],sarc
[nan],non-sarc
"[('is',), ('talk',)]",non-sarc
"[('was',), ('wishes',)]",sarc
"[('must',), ('be',), ('has',), ('been',), ('named',), ('used',)]",sarc
"[('suffering',)]",non-sarc
"[(""you're"",), ('excited',), ('is',)]",sarc
[nan],non-sarc
[nan],sarc
[nan],sarc
[nan],non-sarc
"[('have',), ('pee',), ('is',)]",non-sarc
"[('bastard',), ('is',), ('is',), ('saw',), ('know',)]",non-sarc
"[('drink',)]",sarc
[nan],non-sarc
"[('is',), ('said',), ('create',), ('acik',)]",non-sarc
"[('going',), ('leave',)]",non-sarc
"[('saw',), ('barua',), ('does',), ('do',), ('numb',)]",non-sarc
[nan],non-sarc
"[('said',), ('is',), ('is',), ('advanced',), ('being',), ('suppress',), ('said',)]",non-sarc
"[('advanced',), ('hit',), ('chant',), (""you're"",)]",non-sarc
[nan],sarc
"[('is',), ('designed',), ('aired',), ('hardships',), ('advanced',), ('empty',)]",non-sarc
[nan],non-sarc
"[('talking',)]",non-sarc
"[('can',), ('be',)]",non-sarc
"[('pack',), ('najib',)]",non-sarc
"[('pm',)]",non-sarc
"[('did',), ('choke',), ('is',)]",non-sarc
"[('torturing',)]",sarc
"[('is',), ('collected',), ('is',), ('may',), ('sakai',)]",sarc
"[('do',), ('know',), ('would',), ('be',)]",non-sarc
[nan],sarc
"[('is',), ('think',), ('foot',), ('panting',)]",non-sarc
"[('noticed',)]",sarc
"[('wanted',), ('quit,',), ('is',), ('do',), ('heat',)]",non-sarc
[nan],sarc
[nan],sarc
"[('please',), ('do',), ('use',), ('tarnish',)]",non-sarc
"[('is',)]",sarc
"[('deceive',), ('got',), ('view',), ('is',), ('dead',), ('answered',), ('run',)]",non-sarc
"[('are',)]",non-sarc
"[('is',), ('was',), ('was',), ('be',), ('caned',)]",non-sarc
[nan],sarc
[nan],non-sarc
"[('pack',)]",non-sarc
[nan],non-sarc
"[('pack',)]",non-sarc
[nan],non-sarc
"[('banda',), ('is',), (""malaysia's"",), ('may',), ('cause',)]",non-sarc
"[('has',)]",non-sarc
[nan],non-sarc
"[('belongs',)]",non-sarc
[nan],sarc
"[('is',), ('jib',), ('was',), ('chat',), ('is',), ('have',)]",sarc
"[('dock',), ('humping',), ('added',), ('making',), ('have',), ('peel',)]",non-sarc
[nan],non-sarc
"[('living',), ('hate',), ('see',)]",non-sarc
"[('are',), ('make',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
"[('developed',)]",sarc
"[('do',), ('feel',), ('oops',)]",sarc
[nan],sarc
"[('was',)]",non-sarc
"[('do',), ('go',)]",non-sarc
[nan],sarc
[nan],sarc
[nan],sarc
[nan],non-sarc
"[('najib',)]",non-sarc
[nan],non-sarc
"[('got',)]",sarc
"[('go',)]",non-sarc
"[('want',)]",non-sarc
"[('had',), ('wretched',)]",non-sarc
"[('developed',)]",sarc
"[('adhering',), ('wanted',), ('buy',), ('is',), ('blasted',), ('developed',), ('pay',), ('eat',)]",non-sarc
"[('is',), ('be',), ('developed',), ('is',)]",sarc
[nan],non-sarc
"[('bear',)]",sarc
"[('know',)]",sarc
"[('do',), ('see',)]",non-sarc
"[('najib',), ('may',), ('want',), ('cheat',), ('bangladesh',)]",non-sarc
"[('be',)]",sarc
"[('is',)]",sarc
"[('vomit',)]",non-sarc
"[('is',)]",non-sarc
"[('are',)]",non-sarc
"[('feel',), ('does',), ('know',), ('are',), ('be',), ('forwarded',)]",sarc
"[('was',)]",non-sarc
[nan],sarc
"[(""that's"",)]",sarc
"[('can',), ('be',), ('sprayed',), ('reading',), ('awful',), ('was',)]",sarc
[nan],sarc
[nan],sarc
"[('has',), ('advanced',)]",sarc
"[('wring',)]",non-sarc
"[('bastard',)]",non-sarc
"[('look',), ('raining',), ('dock',), ('facing',)]",sarc
"[('want',), ('say',)]",non-sarc
"[('can',), ('is',)]",sarc
[nan],non-sarc
"[('quotes',), ('is',), ('scrape',)]",sarc
"[('is',), ('answer',), ('keep',)]",sarc
[nan],sarc
[nan],sarc
[nan],sarc
"[('is',), ('saw',), ('loved',), ('knew',), ('wanted',), ('see',), ('can',), ('go',)]",non-sarc
[nan],sarc
"[('are',), ('is',), ('be',), ('is',)]",sarc
"[('jib',)]",non-sarc
[nan],non-sarc
"[('knew',), ('was',)]",non-sarc
"[('is',)]",non-sarc
"[('missing',), ('is',), ('haha',)]",sarc
"[('developed',), ('is',), ('going',), ('consider',), ('advanced',), ('ha-ha',), ('is',), ('lifting',), ('go',), ('does',), ('need',), ('have',)]",non-sarc
"[('pack',), ('developed',), (""testicles'm"",), ('load',), ('make',), ('pull',), ('najib',), ('cause',)]",non-sarc
[nan],non-sarc
"[('torturing',), ('living',), ('transport',), ('are',), ('dubbed',), ('hated',), ('demeans',)]",non-sarc
"[('is',), ('sold',), ('is',), ('said',)]",non-sarc
[nan],non-sarc
[nan],sarc
[nan],non-sarc
"[('are',), ('bear',), ('were',), ('working',), ('accommodate',), ('spend',)]",non-sarc
"[('is',), ('were',)]",sarc
[nan],sarc
"[('pm',)]",non-sarc
[nan],non-sarc
"[('shall',), ('be',)]",sarc
"[('najib',)]",non-sarc
[nan],non-sarc
"[('tppa',), ('does',), ('agree',), ('try',), ('is',)]",sarc
"[('said',)]",sarc
[nan],non-sarc
"[('confirmed',), ('was',)]",non-sarc
[nan],non-sarc
"[('get',), ('read',), ('seemed',), ('read',)]",sarc
[nan],non-sarc
[nan],sarc
"[('developed',), ('head',)]",non-sarc
"[('am',)]",non-sarc
"[('wretched',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
"[('done',)]",non-sarc
"[('destitute',), ('choke',), ('sucked',), ('take',), ('pru',)]",non-sarc
"[('lying',)]",non-sarc
"[('sat',)]",sarc
"[('advanced',)]",sarc
"[('be',), ('says',), ('will',), ('support',)]",non-sarc
"[('am',), ('suffering',)]",non-sarc
[nan],sarc
"[('meet',)]",sarc
[nan],sarc
"[('pray',)]",non-sarc
[nan],non-sarc
"[('created',), ('will',), ('most',), ('???is',)]",sarc
[nan],non-sarc
"[('is',)]",non-sarc
"[('was',), ('was',), ('was',), ('ketum',)]",non-sarc
[nan],non-sarc
"[('praised',)]",sarc
"[('go',), ('hell',), ('is',)]",non-sarc
"[('is',), ('went',), ('suffer',)]",non-sarc
"[('advance',), ('have',), ('puii',)]",non-sarc
"[('lucky',), ('pm',)]",non-sarc
[nan],non-sarc
[nan],sarc
"[('feel',), ('move',), ('overburdened',)]",sarc
[nan],sarc
[nan],non-sarc
[nan],non-sarc
"[('loves',)]",sarc
"[('correct',), ('says',), ('does',), ('need',), ('insults',), ('did',), ('praying',), ('is',)]",non-sarc
"[('went',)]",non-sarc
"[('dyke',)]",non-sarc
"[('is',), ('son',), ('have',), ('is',)]",non-sarc
"[('is',)]",non-sarc
"[('crested',)]",non-sarc
[nan],sarc
"[('is',), ('support',)]",non-sarc
"[('advanced',)]",sarc
"[('have',)]",sarc
"[('is',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
"[('has',), ('worsened',)]",non-sarc
"[('puii',)]",non-sarc
"[('is',)]",non-sarc
"[('have',), ('told',), ('go',)]",non-sarc
"[('go',), ('chat',)]",non-sarc
"[(""you're"",), ('remember',), ('do',), ('is',), ('close',), ('will',), ('be',), ('going',)]",non-sarc
"[('is',)]",non-sarc
"[('i',), ('lost',)]",sarc
"[('does',), ('suck',)]",sarc
[nan],non-sarc
"[('have',), ('seen',)]",sarc
[nan],non-sarc
"[('are',), ('forbidden',), ('malaysia',), ('think',), ('is',)]",sarc
[nan],non-sarc
"[('nod',)]",non-sarc
"[('does',)]",sarc
[nan],sarc
"[('fell',), ('oppress',), ('know',)]",non-sarc
"[('are',), ('fly',)]",non-sarc
"[('is',), ('is',), ('live',), ('tumbling',), ('was',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
"[('haish',)]",sarc
"[('was',), ('kid',), ('knew',), ('pink',), ('gay',)]",non-sarc
"[('cis',), ('is',)]",non-sarc
[nan],sarc
"[('harness',), ('do',), ('know',)]",sarc
"[('advanced',), ('najib',)]",sarc
"[('is',)]",non-sarc
[nan],sarc
"[('talk',), ('used',), ('do',), ('slander',)]",sarc
[nan],non-sarc
[nan],sarc
"[('can',), ('recognize',)]",non-sarc
[nan],non-sarc
"[('suffer',)]",non-sarc
"[('hate',)]",non-sarc
[nan],sarc
[nan],non-sarc
"[('do',), ('pm',), ('is',), ('do',), ('want',), ('get',), ('will',), ('pay',), ('continue',)]",non-sarc
"[('languish',)]",non-sarc
"[('developed',)]",sarc
"[('do',), ('cite',), ('selling',)]",sarc
[nan],non-sarc
[nan],non-sarc
"[('is',)]",non-sarc
"[('are',)]",non-sarc
[nan],non-sarc
[nan],sarc
"[('wretched',)]",non-sarc
"[('do',), ('follow',)]",sarc
"[('do',), ('piss',)]",non-sarc
[nan],non-sarc
[nan],sarc
"[('own',)]",non-sarc
"[('advanced',), ('want',), ('kidding',)]",non-sarc
"[('wearing',)]",sarc
[nan],non-sarc
[nan],non-sarc
"[('developed',), ('do',)]",non-sarc
"[('resigns',)]",non-sarc
"[('is',), ('can',), ('print',), ('tried',), ('hide',), ('want',), ('say',), ('be',), ('are',), ('puii',)]",non-sarc
[nan],non-sarc
"[('is',)]",sarc
[nan],sarc
[nan],non-sarc
"[('received',)]",non-sarc
"[('angau',), ('mistreated',), ('did',), ('want',), ('comment',)]",non-sarc
"[('malay',), ('is',), ('developed',)]",non-sarc
"[('do',), ('know',), ('did',), ('feel',), ('can',), ('comes',)]",sarc
[nan],sarc
[nan],sarc
[nan],non-sarc
[nan],non-sarc
"[('has',), ('become',)]",non-sarc
"[('developed',), ('ye',), ('shall',), ('be',), ('wretched',)]",sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
"[('have',)]",sarc
"[('advanced',)]",sarc
"[('may',), ('remain',)]",non-sarc
"[('have',), ('trim',)]",non-sarc
"[('said',), ('fell',), ('regret',), ('fuck',), ('bastard',)]",non-sarc
"[('is',)]",sarc
"[('advanced',), ('get',), ('lost',), ('is',)]",sarc
"[('may',), ('eat',)]",sarc
"[('camel',)]",non-sarc
"[('was',), ('acting',), ('created',), ('jam',), ('do',), ('know',)]",sarc
[nan],sarc
"[('do',), ('know',), ('saw',), ('continuing',), ('lost',)]",sarc
"[('think',), ('is',), ('compare',), ('n',)]",sarc
"[('is',)]",non-sarc
"[('is',), ('are',)]",non-sarc
"[('jib',)]",non-sarc
"[('may',)]",non-sarc
[nan],non-sarc
"[('are',), ('suffering',)]",non-sarc
[nan],sarc
"[('wants',), ('eat',)]",sarc
[nan],non-sarc
"[('can',), ('turn',), ('remembers',), ('do',), ('have',), ('want',), ('be',), ('is',), ('dig',), (""let's"",), ('keep',), ('shall',), ('can',), ('sit',), ('are',), ('was',), ('sinned',), ('are',)]",non-sarc
"[('are',), ('please',), ('make',)]",non-sarc
[nan],sarc
"[('piss',), ('believe',)]",sarc
"[('advanced',)]",sarc
"[('gambling',), ('do',), ('know',), ('practiced',)]",sarc
"[('are',), ('do',), ('have',), ('be',), ('is',), ('eat',), ('is',), ('is',), ('lah',), ('are',), ('will',), ('be',), ('developed',), ('ooi',)]",sarc
"[('forward',)]",non-sarc
[nan],non-sarc
[nan],sarc
"[('pleased',), ('is',), ('is',), ('ashamed',)]",non-sarc
"[('eating',)]",non-sarc
[nan],non-sarc
"[('dubai',), ('see',), ('do',), ('see',)]",non-sarc
"[('is',)]",non-sarc
[nan],non-sarc
"[('could',), ('name',), ('are',)]",sarc
[nan],non-sarc
"[('go',), ('hell',)]",non-sarc
[nan],sarc
"[('najib',), ('is',)]",non-sarc
"[('was',), ('is',), ('doing',), ('has',)]",sarc
[nan],non-sarc
