comment_eng,sarc_majority
"['said', 'sabah', 'sarawak', 'malaysia', 'poor', 'rm', 'rm', 'right', 'rm', 'equal', 'sabah', 'sarawak', 'also', 'pay', 'gst', 'shipping', 'costs', 'make', 'goods', 'expensive', 'peninsula', 'malaysia', 'wrong', 'side', 'dish']",sarc
"['thanks', 'coordinate']",sarc
"['still', 'defeat', 'electoral', 'minimum', 'wage', 'haha']",sarc
"['public', 'employee', 'salary', 'minimum', 'rm', 'rm', 'sabah', 'sarawak', 'rm', 'let', 'synchronize', 'eat', 'rice', 'also', 'want', 'make', 'fair', 'cost', 'living', 'rm', 'enough']",sarc
"['grass', 'slight', 'increase']",sarc
"['august', 'year>', '_', '<']",sarc
"['haha', 'effects']",sarc
"['enough', 'pay', 'even', 'poor', 'little', 'brim', 'gst', 'puii']",non-sarc
['fair'],non-sarc
"['rm', 'pay', 'gst', 'enough', 'poor', 'people', 'pester']",sarc
"['remember', 'haha', 'enough', 'salary', 'kah']",sarc
['yay'],non-sarc
"['used', 'strange', 'noise', 'tgi', 'lower', 'income', 'tax', 'rich', 'get', 'richer', 'poor', 'get', 'poorer', 'rich', 'taxed', 'tgi', 'noise', 'ask', 'whether']",sarc
"['tax', 'base', 'salary', 'n', 'confirm', 'price', 'hikes', 'despite', 'shock', 'brim', 'n', 'rm']",sarc
"['income', 'rmk', '-', 'rm', 'per', 'year', 'well', 'first', 'public', 'comment', 'without', 'reading']",non-sarc
"[""i've"", 'said', 'haha']",sarc
"['good', 'luck', 'thank', 'middle', 'income']",non-sarc
"['wow', 'malaysians', 'go', 'haha']",sarc
"['good', 'income', 'anl', 'salaries', 'pay', 'usual', 'haha']",sarc
"['lighter', 'lighter', 'jib', 'money', 'progressive', 'people', 'bottom', 'match', 'match', 'please', 'let', 'people', 'fall', 'fallen', 'puii']",sarc
"['hectic', '-go', 'rich']",sarc
"['brim', 'pay', 'tax', 'money', 'pay', 'irb', 'wants', 'recipients', 'brim', 'haha']",sarc
"['vacuum', 'must', 'read', 'haha']",non-sarc
"[""it's"", 'good']",non-sarc
"['want', 'aiya', 'eat', 'haha', 'pushes', 'tax', 'gross', 'salary', 'net', 'salary', 'trying', 'take', 'everything', 'look', 'less', 'fit', 'people', 'live', 'kid']",sarc
"['encouragement', 'higher', 'salaries', 'people']",sarc
"['-', 'madness']",non-sarc
['pharaoh'],sarc
"['barisan', 'nasional', 'government', 'wants', 'slaughter', 'people', ""we'll"", 'slaughter', 'next', 'pru', 'government', 'debt', 'people', 'want', 'responsibility', 'criminal', 'gang', 'rogue', 'states']",non-sarc
"['problems', 'ordinary', 'citizens', 'leaders', 'free', 'tax']",non-sarc
"['noisy', 'good', 'income-m', 'haha']",non-sarc
"['haha', ""haha's"", 'said']",sarc
"['government', 'capable', 'making', 'tax', 'increase', ""people's"", 'hard-earned', 'meal']",sarc
"['ok', 'lah', 'income']",non-sarc
"['thank', 'pm', 'najib', 'remember', 'pay', 'extra', 'tax', 'already', 'high-income', 'people']",sarc
"['puii', 'want', 'time', 'motherfucker']",sarc
"['brim', 'income', 'taxes', 'rose', 'le']",sarc
"['foreign', 'investors', 'run', 'wise', 'brother', 'najib']",sarc
"['haha', 'well', 'donation', 'ok', 'well-earned', 'taxable', 'best']",sarc
['bullshit'],non-sarc
"['songlap', 'ptptn', 'else', 'would', 'unusual']",sarc
"['vacuum', 'task', 'leader', 'monkeys', 'stolen', 'bribe', 'government', 'threatened', 'enrich', ""child's"", 'birth', 'hollow', 'reti', 'bangang']",sarc
"['good', 'economic', 'body', 'said', 'sending', 'children', 'parents', 'risked', 'bergolok', 'belly', 'belt', 'body', 'exhausted', 'belt', 'abdomen', 'small', 'salary', 'whether', 'chance', 'working', 'foreign', 'nations', 'scramble']",sarc
"[""government's"", 'poor', 'cite', 'money', 'people', 'know', 'responsibility', 'government', 'want', 'leave', 'people', 'know,', 'ministers', 'corruption', 'situation', 'easiest', 'step', 'raise', 'fee', 'enter', 'ipta', 'raise', 'costs', 'increase', 'burden', 'people', 'government', 'owes', 'people', 'dumbed-down', 'whim', 'bear']",non-sarc
"['deb', 'haha', 'economic', 'policy', 'pig']",sarc
"['ok', 'first', 'talk']",sarc
"['student', 'asked', 'cook', 'fried', 'rice', 'dock', 'gst', 'kid', 'suh', 'find', 'money', 'fund', 'body', 'also', 'lacks', 'ideas', 'make', 'promise', 'promise', 'ministerial', 'salaries', 'chapati', 'right']",sarc
['inappropriate'],non-sarc
[],non-sarc
"['right', 'opposition', 'said', 'university', 'college', 'fees', 'go', 'one', 'face', 'haha', 'people']",sarc
"['increasingly', 'sad']",non-sarc
"['school', 'find', 'source', 'money', 'would', 'result', 'gst', 'parents', 'ostensibly', 'national', 'development']",sarc
"['able', 'please', 'laugh', 'haha']",sarc
"['ass', 'learn', 'even', 'fees', 'bad', 'government']",sarc
"['selling', 'fund', 'form', 'learning', 'time', 'gonna', 'find', 'funds', 'go', 'away', 'passed', ""country's"", 'overseas', 'employment', 'spm']",non-sarc
"['last', 'spm', 'enter', 'sign', 'ipta', 'precious', 'gems', 'funds', 'haha']",sarc
"['minister', 'stupid', 'people', 'become', 'ministers']",sarc
"['messy', 'messy', 'creeps', 'knees', 'want', 'continue', 'study']",sarc
"['funds', 'selling', 'student', 'ask']",sarc
"['foolish', 'minister', 'statement', 'fund', 'looking', 'another', 'bass', 'diana']",sarc
"['haha', 'minister', 'wants', 'privatize', 'universities']",sarc
"['najib', 'said', ""malaysia's"", 'economy', 'strong', 'sustainable', 'one', 'correct']",sarc
"['nif', 'institutions', 'order', 'funds', 'minister', 'affairs', 'dredge', 'money', 'people', 'man', 'appointed', 'leader', 'whether', 'collection', 'taxes', 'kinds', 'accommodate', 'institutions', 'people', 'corruption', 'abuse', 'power', 'led', 'instability', 'economy', 'caused', 'leader', 'category', 'trust', 'focus', 'mortgage', 'future', 'nation', 'itself,', 'try', 'expected', 'govern', 'full', 'trust', 'go', 'hard', 'leader', 'want', 'keep', 'cache', 'n', 'cronies', 'angry', 'indeed', 'upset', 'fact', 'guys', 'like', 'first', 'learn', 'use', 'public', 'money', 'waste']",non-sarc
"['aik', 'unstable', 'countries', 'say', 'ok']",sarc
"['saying', 'raise', 'toll', 'build', 'schools', 'hospitals', 'asked', 'find', 'funds', 'saw', 'line', 'deceit', 'people', 'nationwide', 'live']",non-sarc
"['prize', 'pro', 'aspirations', 'haha']",sarc
"['education', 'chapter', 'main', 'provisions', 'national', 'lines', 'departments', 'pm', 'also']",sarc
"['education', 'victim']",non-sarc
"['wow,', 'told', 'mdb', 'funds', 'taken', 'government', 'funds', 'collect', 'taxes', 'people', 'boss', 'scolds', 'scolds', 'people']",sarc
"['najib', 'told', 'return', 'money', 'people']",non-sarc
"['najib', 'said', ""malaysia's"", 'economy', 'strong', 'ready', 'ranking,', 'forgot', 'turn', 'natural', 'parents', 'correct', 'ranking', 'guys', 'dey', 'got', 'stupid', 'pariah', 'umno', 'members']",sarc
"[""country's"", 'economy', 'already', 'declining', 'najib', 'want', 'admit', 'going', 'malaysia']",non-sarc
"['shout', 'parliament', 'said', 'economy', 'good', 'track', 'talk', 'others', 'budget', 'post', 'prime', 'minister', 'billion', 'rm']",non-sarc
"['future', 'corrupt', 'ipta', 'reason', 'find', 'source', 'corruption', 'graduate']",non-sarc
"['ehh', 'print', 'said', 'economist', 'said', 'established', 'trick']",sarc
"['n', 'pm', 'said', 'budget', 'allocation', 'education', 'told', 'ministers', 'million', 'million', 'search', 'funds', 'liar']",sarc
"['governance', 'rogue', 'state']",non-sarc
"['pure', 'teacher', 'ask', 'service', 'request', 'funds', 'pilgrimage', 'miserly', 'haha']",sarc
"['najib', 'said', 'stable', 'economy', 'unstable', 'idris', 'jusoh', 'said', 'anyone', 'wants', 'believe', 'kind']",sarc
"['incoming', 'student', 'body', 'dead']",non-sarc
"['???', 'good', 'idea', 'find', 'funds', '???charges', 'cut', 'budget']",sarc
"['motherfucker', 'makin', 'umno', 'umno', 'voters', 'need', 'ask', 'jackass', 'naturally']",sarc
['goodness'],sarc
"['jib', 'said', 'malaysian', 'economy', 'process', 'developing', 'advanced', 'another', 'talk']",sarc
"['agree', 'ipta', 'find', 'funds', 'rely', 'ministry', 'alone', 'right', 'time', 'implement', 'economic', 'downturn', 'money', 'state', 'lost', 'result', 'governance', 'left', 'ipta', 'struggling', 'drown', 'government', 'excited', 'construct', 'dozens', 'universities', 'said', 'future', 'quality', 'graduate', 'missing', 'university', 'building', 'projects', 'attributable', 'interests', 'cronies', 'finally', 'melambak', 'university', 'ministry', 'afford', 'bear', 'cost', 'funds', 'thank', 'minister', 'meet', 'afterlife']",sarc
"['right', 'stupid', 'opposition', 'govern', 'country', 'years', 'much', 'economy', 'unstable']",sarc
"['???', 'help', 'projecting', ""country's"", 'economy', 'level', 'less', 'stable', '???najib', 'said', ""country's"", 'economy', 'stable', 'condition', 'hmm']",sarc
"['infant', 'kid', 'learn', 'intercepted', 'money', 'help', 'difficult', 'get', 'zakat', 'illegal', 'want', 'learn', 'called', 'lazy', 'want', 'learn', 'learn', 'want', 'eat', 'anything', 'bad', 'rulers', 'later', 'responsibility', 'hereafter', 'ye', 'see', 'hearts', 'dark', 'eat', 'money', 'blessing']",sarc
"['new', 'landscape', 'expenditure', 'budget', 'yet', 'said', 'well', 'less', 'stable', 'budget', 'sincere', 'people', 'shopping', 'penny', 'agitated', 'please', 'even', 'government', 'people', 'contact', 'typhoid', 'fever', 'dizziness']",sarc
"['taxes', 'paid', ""you're"", 'pockets', 'people']",sarc
"['najib', 'said', 'economy', 'expanded', 'well', 'deme']",sarc
"['best', 'idea']",non-sarc
"['dato', 'najib', 'said', 'economy', 'firmly', 'track']",non-sarc
"['rising', 'tuition', 'fees', 'seems', 'style']",sarc
"['ipta', 'sell', 'nasi', 'lemak', 'go', 'mechanic', 'shop', 'campus', 'pub', 'meal', 'later']",sarc
"['aik', 'unstable', 'day', 'pinocchio', 'government', 'said', 'economy', 'stable', 'condition', 'kind']",sarc
"['crazy', 'reason', 'raise', 'student', 'fees', 'ptptn', 'last', 'nak', 'kena', 'facing', 'many', 'people', 'afford', 'learn', 'fool', 'last', 'umno', 'vote', 'really', 'evil', 'cunning', 'crafty', 'minister', 'national', 'front']",non-sarc
"['wrap', 'minister', 'long', 'wait', 'little', 'longer']",sarc
"['people', 'say', 'economy', 'strong', 'footing', 'forecast', 'revenue', 'rises', 'minister', 'said', 'another', 'mmm', 'back', 'right']",sarc
"['government', 'know', 'money', 'stolen', 'people', 'increasingly', 'troublesome', 'situation', 'money', 'ministers', 'rich', 'pig', 'boo', 'minister']",sarc
"['less', 'stable', 'thing', 'devil', 'told', 'may', 'economical', 'gst', 'right', ""you're"", 'right', 'royal', 'bastard']",non-sarc
"['rustle', 'pack', 'joking', 'najib', 'also', 'said', 'economy', 'strong', 'said', 'less', 'stable', 'bad', 'got', 'fired']",sarc
"['take', 'half', 'billion', 'promote', 'education', 'country', 'gag', 'political']",non-sarc
"['ikm', 'poly', 'kah', 'kah', 'kah', 'good', ""institute's"", 'existing', 'engine', '-go']",sarc
"['good', 'luck', 'ipta']",sarc
"['fully', 'report', ""what's"", 'budget', 'want', 'see', 'wanted', 'know', 'aunt', 'gems', 'increase', 'haha', 'interests', 'want', 'know']",sarc
"['said', ""malaysia's"", 'economy', 'track', 'good', 'stretch', 'time', 'arrived', 'budget', 'another', 'natural', 'turn', 'right']",sarc
"['ok', 'selling', 'crackers']",non-sarc
"['find', 'funds', 'means', 'fee', 'best', 'ye', 'puii']",sarc
"['laundry', 'go-go']",sarc
"['told', 'ipta', 'go-go', 'biscuit', 'factory']",sarc
"['ministers', 'also', 'tired', 'people', 'missing', 'go']",sarc
"['ipta', 'order', 'create', 'hotel', 'homestay', 'parents', 'outsiders', 'practical', '-go']",sarc
"['kah', 'kah', 'kah', 'follow', 'boss', 'looking', 'funding', 'arab', 'profit', 'b']",sarc
"['ipta', 'funds', 'exhausted', 'long', 'ago', 'student', 'sued', 'verbiage', 'administration']",sarc
"['economy', 'stable', 'ooi', 'gst', 'year', 'bills', 'coat', 'rm', 'bill', 'free', 'lessons', 'want', 'stingy']",sarc
"['also', 'minister', 'claims', 'malaysian', 'economy', 'less', 'stable', 'level', 'good', 'riddance']",sarc
"['effervescent', 'ramailah', 'student', 'night']",sarc
"['students', 'sell', 'fermented', 'pakat', 'please', 'seek', 'funds']",sarc
"['line', 'najib', 'idris', 'toyol', 'bald', 'pink', 'lips', 'said', 'malaysian', 'economy', 'good', 'right']",sarc
"['happy', 'cut', 'salaries', 'ministers', 'members', 'parliament', 'abolish', 'allowances', 'nearby', 'fooling', 'babble', 'alone', 'save', 'many', 'universities', 'students', 'seek', 'knowledge', ""company's"", 'business', 'gas', 'oil', 'minister', 'today', 'bangang', 'went', 'results', 'gst']",non-sarc
['fees'],sarc
"['right', 'kind', 'education', 'malaysia', 'later', 'fate', 'children', 'want', 'learn', 'game', 'saw']",sarc
"['arab', 'ask', 'mayors', 'conference', 'fund', 'still', 'let', 'anything']",sarc
"['raise', 'fees', 'stories', 'yahoo']",sarc
"['um', 'mandatory', 'reason', 'rnd']",non-sarc
"['soon', 'fees', 'find', 'funds']",non-sarc
"['prepare', 'university', 'fees', 'rise']",sarc
['hint'],sarc
"['ipt', 'name', 'public', 'private', 'ipt', 'find', 'funds', 'consequences', 'sovereignty']",sarc
"['pay', 'cut', 'ministers', 'ipta', 'help', 'people', 'learn', 'remember', 'log-rich', 'body', 'pack', 'mak', 'stupid', 'minister']",non-sarc
['puii'],sarc
"['funds', 'nice', 'right', 'raise', 'fees', 'le', 'fun']",sarc
"['tsk', 'tsk', 'tsk', 'soon', 'increased', 'fees', 'good', 'job']",sarc
"['stupid', 'ministers', 'talk', 'like']",non-sarc
"['drain', 'money', 'cronies']",non-sarc
"['najib', 'idris', 'jusoh', 'leaked', 'work', 'proposed']",non-sarc
['ok'],non-sarc
"['songok', 'ministers']",sarc
"['similarly', 'dah']",sarc
"['government', 'find', 'funds', 'money', 'find', 'people', 'responsible', 'spending', 'money', 'conclusion', 'crony']",non-sarc
"['soft', 'stupid', 'things', 'nearby', 'student', 'gonna', 'find', 'lot', 'income', 'students', 'eat', 'enough', 'bongos', 'people', 'thirsting', 'knowledge', 'non-profit', 'minds', 'really']",non-sarc
"['???', 'sound', 'strange', ""country's"", 'economy', 'level', 'less', 'stable', '???previously', 'said', ""country's"", 'economy', 'stable']",sarc
"['wanted', 'tell', 'government', 'expect']",non-sarc
"['aik', 'bald', 'day', 'saying', 'economy', 'growing', 'good', 'throughout', 'continent', 'urinary', 'right', 'huh']",sarc
"['remember', 'happy', 'kah']",sarc
"['jackass', 'umno', 'minister', 'said', 'television', 'profit', 'najib', 'funds', 'actually', 'pretty', 'ministers', 'screening', 'fund', 'saw', ""snail's"", 'education', 'minister', 'idris', 'jusoh', 'quiet', 'ride']",non-sarc
['blind'],non-sarc
"['seems', 'country', 'rich', 'natural', 'resources', 'swallow', 'earth']",sarc
"['ministry', 'higher', 'education', 'education', 'ministry', 'last', 'bit', 'coupled', 'save', 'quits', 'dato', 'save', 'bit', 'shopping']",sarc
"['find', 'stupid', 'pleased', 'raise', 'fees', 'government']",sarc
"['pig', 'properly', 'since', 'current', 'government', 'respects', 'pleased', 'rich', 'people']",sarc
"['pakat', 'prick', 'bananas', 'selling', 'funds']",sarc
"['raise', 'tuition', 'fees', 'malaysia', 'gst']",sarc
"['selling', 'land']",sarc
"['passes', ""you'll"", 'bear', 'alone']",sarc
"['give', 'free', 'lah', 'haha']",sarc
"['nice', 'prisoners', 'student']",sarc
"['feeding', 'forward', 'troublesome', 'people', 'behind']",sarc
"['ipt', 'public', 'funds', 'alone', 'drunk', 'minister']",sarc
"['miscellaneous', 'fees', 'increased', 'sharply', 'vehicle', 'sticker', 'nah', 'rm', 'shall', 'increased', 'rm', 'boarding', 'fees', 'also']",non-sarc
"['provisions', 'less', 'liable', 'find']",non-sarc
"['said', 'first', 'blow', 'budget']",sarc
"['never', 'heard', 'word', 'economically', 'unstable', 'pm']",sarc
"['reti', 'best', 'new', 'design', 'objects', 'sell', 'pretty', 'sweet', 'act', 'part-time', 'model']",sarc
"['people', 'make', 'big', 'money', 'good', 'school', 'work', 'order', 'lo', 'look', 'silly', 'money']",non-sarc
"['intermittent', 'said', 'good', 'economy', 'right', 'track', 'got', 'really', 'good', 'hearing', 'lak', 'try']",sarc
"['haha', 'money', 'mdb', 'fathom', 'told', 'funds']",sarc
"['aik', 'less', 'stable', 'watch', 'television', 'news', 'today', 'says', 'economy', 'getting']",sarc
"['ipta', 'mdb', 'happy', 'fund', 'haha']",sarc
"['economy', 'less', 'stable', 'level', 'said', 'budget', 'ape', 'ape', 'father', 'said', 'malaysian', 'economy', 'achieve', 'good', 'level', 'insight', 'one', 'correct', 'ape', 'ape', 'father']",non-sarc
"['er', 'words', 'say', 'stable', 'economy', 'among', 'best', 'economy', 'ideals']",sarc
"['better', 'ipta', 'privatized', 'find', 'funds']",non-sarc
"['increased', 'fees', 'difficult', 'trying', 'help', 'people', 'flocking']",sarc
"['haha', 'fucking', 'government']",sarc
"['najib', 'razak', 'said', 'economy', 'strong', 'encouraging', 'mmm']",sarc
"['worsened', 'already', 'thinking', 'menterix', 'malaysian', 'government', 'increasingly', 'mencarut', 'gst']",sarc
"['ipta', 'event', 'event', 'funds', 'managed', ""world's"", 'attention', 'deadpan', 'face', 'demos', 'earlier', 'minister', 'name', 'happening', 'come', ""you're"", 'sitting', 'near', 'malaysia', 'corruption', 'corruption', 'cement', 'cementing', ""government's"", 'mission', 'vision']",sarc
"['less', 'stable,', 'heard', 'television', 'news', 'well', 'developed', 'advanced', 'economies', 'succumb']",sarc
"['saw', 'watching', 'game', 'unfold', 'million', 'budget', 'want', 'breathe', 'funds', 'asked', 'ipta', 'haha']",sarc
"['haha', 'ipts', 'new', 'sign', 'fee']",sarc
"['time', 'economic', 'downturn', 'minister', 'want', 'show', 'credibility', 'requested', 'salary', 'see', 'kind', 'minister', 'responsible', 'liabilities', 'dock', 'pakat', 'keep', 'stomach', 'kind', 'illegal', 'business', 'people', 'want', 'inconvenience']",sarc
"['hmmm', 'expected']",sarc
"['developed', 'countries', 'people', 'trapped', 'fool', 'ministers', 'waste', 'public', 'money']",non-sarc
['pity'],sarc
"['heavy', 'tell', 'look', ""government's"", 'funds', 'last', 'student', 'parents', 'also']",sarc
"['already', 'missed', 'lot', 'najib', 'would', 'hold', 'ministers', 'parliament', 'motherfucker', 'cleverly', 'dismissed']",non-sarc
"['aik', 'stretch', 'budget', 'najib', 'said', 'malaysian', 'economy', 'good', 'level', 'even', 'better', 'kid', 'slander', 'rather', 'rtm', 'television', 'watch', 'television', 'read', 'message']",sarc
"['cabinet', 'ministers', 'pay', 'payroll', 'exp', 'funds', 'clever', 'fundraising']",sarc
"['fund', 'crested', 'head', 'brain', 'charge', 'fees', 'charge', 'curse']",non-sarc
"['easy', 'way', 'increase', 'fees', 'rm', 'million', 'semester', 'student', 'good']",non-sarc
"['also', 'remember', 'happy', 'kid', 'already', 'funds']",sarc
"['last', 'disappointing', 'news']",sarc
"['ipta', 'actually', 'glad', 'many', 'want', 'find', 'funds', 'verbiage', 'indeed', 'raise', 'fees', 'cooperatives', 'kind', 'life', 'want', 'die', 'shrink']",non-sarc
"['last', 'ipta', 'funds', 'saturated', 'wide', 'lower', 'secondary', 'school', 'goes', 'gst', 'know']",non-sarc
"['made', 'ministry', 'said', 'dato', 'idris', 'suh', 'first', 'successful', 'new', 'department', 'follow', 'dato', 'find', 'saving', 'little', 'money', ""government's"", 'annual', 'allocation']",non-sarc
"['songlap', 'damage', 'insufficient', 'funds']",non-sarc
"['raising', 'cost', 'education']",non-sarc
"['gst', 'brim', 'waste', 'waste', 'people', 'want', 'price', 'instead', 'money', 'buy', 'expensive', 'things']",sarc
"['first', 'tun', 'gst', 'take', 'care', 'bliss', 'live', 'dizzy', 'budget', 'article', 'phlegm']",sarc
"['means', 'government', 'fails', 'rein', 'spending', 'gst', 'gst', 'close', 'last', 'hole', 'saved', 'country', 'gst', 'praise', 'haha']",sarc
['haha'],sarc
"['talking', 'jackass', 'haha']",sarc
"['head', 'brain', 'daily', 'news']",sarc
"['tax', 'excise', 'tax', 'doubled', 'illegal', 'feel', 'dear', 'minister']",sarc
"['inflation', 'higher', 'haha', 'users', 'resolved', 'buy', 'goods', 'gst']",sarc
"['previously', 'said', 'economy', 'keeps', 'people', 'want', 'trick', 'kah', 'per', 'try']",sarc
"['menjahanam', 'government', 'cheated', 'people', 'country', 'mature', 'minded', 'spirited', 'stamp', 'soulless', 'money', 'simply', 'satisfy', 'pockets']",non-sarc
"['good', 'paycheck', 'night']",sarc
"['gst', 'hold', 'wants', 'recover', 'najib', 'extreme', 'budget', 'last', 'past', 'said', 'nakkan', 'gst', 'also', 'let', 'people', 'bear']",sarc
['dead'],non-sarc
"['like', 'hokey', 'gang', 'gang', 'gang', 'old', 'skull', 'cap', 'high']",non-sarc
['haha'],sarc
"['super-rich', 'feel', 'bad', 'wait', 'come', 'pru', 'umno', 'people', ""conform'm"", 'fed']",non-sarc
"['gst', 'first', 'established', 'national', 'budget', 'nearly', 'bankrupt']",sarc
"['look', 'cause', 'eliminate', 'cause', 'recovery', 'process']",non-sarc
"['puii', 'excise', 'tax', 'people', 'hard', 'fathom', 'bliss', 'months', 'receive', 'salary', 'bonus', 'malaysia', 'safe', 'yet']",sarc
"['basic', 'fraudsters']",non-sarc
"['head', 'testicles', 'nah']",non-sarc
"['gst', 'indeed', 'difficult', 'huh', 'people']",non-sarc
"['previously', 'anything', 'new', 'knowledge', 'gst', 'become', 'foolish']",sarc
"['hmmm', 'proper']",sarc
"['correct', 'wretched']",non-sarc
"['leaders', 'really', 'great', 'excuse', 'excuse']",sarc
"['difficult', 'people', 'rich', 'gst', 'poor', 'people', 'also', 'think', 'goods', 'risen', 'price', 'gonna', 'know', 'understand', 'hurts']",non-sarc
"['money', 'also']",sarc
"['rob', 'us', 'responsibility']",sarc
"['najib', 'blame', 'world', 'economy', 'testicles']",sarc
"['comment', 'correct', 'good', 'economy', 'play', 'shot', 'heard', 'others', 'comment', 'also', 'want', 'comment', 'good', 'home', 'economics', 'alone', 'keep', 'trying', 'right', 'budget', 'surplus']",sarc
"['najib', 'pigs']",non-sarc
"['stop', 'giving', 'brim', 'brim', 'budget', ""grandfather's"", 'grandfather', 'channeled', 'subsidies', 'reduce', 'cost', 'living']",non-sarc
"['puii', 'pm']",sarc
"['dah', 'lah', 'faction', 'ye', 'eat', 'people', 'bear']",sarc
['liar'],non-sarc
"['substantially', 'correct', 'suction', 'blood']",sarc
"['gst', 'hell', 'please,', 'right', 'away', 'greed', 'pm', 'deaf', 'people', 'going', 'follow', 'conversation', 'woe', 'people', 'made']",non-sarc
"['echo', 'mdb']",non-sarc
"['gst', 'benefit', 'people', 'strengthen', 'ruling', 'party', 'gst', 'retention', 'increased', 'benefit', 'country', 'nation']",sarc
"[""he's"", 'got', 'shit', 'people', 'responsible']",non-sarc
"['would', 'gst', 'gst,', 'too,', 'people', 'ok', 'comfortable']",non-sarc
"['believe', 'people', 'must', 'wait', 'gst', 'goodies', 'already', 'sedapkan', 'wait', 'shaman', 'later', 'asleep', 'haha', 'people']",sarc
"['government', 'know', 'manage', 'people', 'looking', 'money', 'go', 'government', 'government', 'open', 'eyes,', 'earth', 'neighbors', 'saw', 'nothing', 'good', 'care', 'earth', 'eventually', 'become', 'high-income', 'country', 'abolish', 'corruption,', 'especially', 'shark', 'pm', 'please']",non-sarc
"['problem', 'state', 'government', 'bear', 'debts', 'drag', 'people', 'tun', 'kinds', 'economic', 'chaos']",non-sarc
"['pang', 'pong', 'news', 'economy', 'know', 'best', 'best', 'source', 'income', 'taxable', 'last', 'nak', 'cover', 'issues']",sarc
['haha'],sarc
"['good', 'gst']",non-sarc
"['going', 'bankrupt', 'country', 'luck', 'savage', 'gst', 'take', ""people's"", 'money', 'cover']",sarc
"['government', 'debt', 'countries', 'played', 'money', 'gst', 'also', 'difficult', 'bear', 'debt']",non-sarc
['winch'],non-sarc
"['easier', 'said', 'done', 'stupid']",sarc
"['many', 'whiners', 'thankfully', 'things']",non-sarc
"['correct', 'answers', 'school', 'haha']",sarc
"['gst', 'percent', 'raise', 'pleased', 'government', 'find', 'ways', 'money']",sarc
"['head', 'testicles']",non-sarc
"['metaphorically', 'metaphorically', 'said', 'gst', 'gonna', 'rise']",sarc
"['ye', ""shall'm"", 'wasteful']",sarc
"['getting', 'worse', 'addition', 'print', 'many', 'fooling', 'many', 'murder', 'billion', 'go', 'away']",sarc
['puii'],non-sarc
"['people', 'live', 'people', 'money', 'tax', 'tax', 'puii']",sarc
"['spend', 'pig', 'bear', 'seal']",non-sarc
"['yummy', 'taste', 'say', 'thank', 'gst', 'worth', 'guilt', 'forced', 'people', 'pay', 'gst', 'existing', 'state', 'aid', 'went', 'wrong']",non-sarc
"['gst', 'dead', 'people', 'year', 'brim', 'gst', 'daily', 'contact', 'gst', 'removed', 'brim', 'remove', 'best', 'anal', 'minister', 'chicken', 'ostrich']",non-sarc
"['prime', 'minister', 'burden', 'people', 'fun', 'folk', 'pm']",sarc
"['ye', 'shall', 'know', 'money', 'getting', 'thin', 'stops', 'brim']",non-sarc
"['ape', 'animal', 'kingdom']",non-sarc
"['shopping', 'smart']",sarc
"['tax', 'enough', 'people', 'problem', 'gst', 'big', 'boss', 'scammers', 'want', 'rack', 'like', 'campaign', 'benefited', 'people', 'said', 'gst']",non-sarc
"['existing', 'lines', 'quite', 'yet', 'whether', 'austerity', 'wasteful']",non-sarc
"['gst', 'brim', 'trying', 'know', 'najib']",non-sarc
"['clever', 'minister', 'first', 'minister', 'clever', 'kid', 'money', 'people', 'want', 'burn', 'blood']",non-sarc
"['ahh', 'shit']",non-sarc
"['money', 'take', 'auto', 'teller', 'machine', 'shall', 'gst', 'dislike']",non-sarc
"['najib', 'also', 'gst', 'fuck', 'fuck']",non-sarc
"['still', 'stupid', 'common', 'sitting', 'bonus', 'patches', 'bonus', 'drop', 'gst', 'state', 'economy', 'still', 'going', 'foolish', 'bonus', 'generally', 'adopted', 'wide', 'divide', 'money', 'mak', 'kau', 'father', 'gst', 'zero-rated', 'people', 'think', 'government', 'kah', 'kah', 'private', 'sector', 'stupid']",sarc
"['head', 'brain']",non-sarc
"['use', 'brain']",non-sarc
"['turned', 'haha']",sarc
"['plunder', 'public', 'funds', 'belly-filling']",sarc
"['economists', 'paid', 'najib,', 'gst', 'economy', 'grow', 'problems', 'even', 'days', 'distress', 'leader', 'still', 'able', 'regulate', 'economy', 'expect', 'gst', 'gst', 'economy', 'enlightened', 'us', 'endowed', 'rich', 'earth', 'unfortunately', 'results', 'led', 'leader', 'corrupt']",non-sarc
"['gst', 'testicles', 'najib', 'haha']",sarc
"['gst', 'minister', 'talk', 'nice', 'people', 'stuff', 'intrigue', 'anyone', 'looks']",sarc
"['common', 'features', 'raise', 'gst', 'understandable', 'hint']",sarc
"['haha', 'significant', 'deficit', 'leakages', 'extreme', 'level', 'money', 'available', 'much', 'spend', 'development', ""that's"", 'made', 'hmmm', 'feels', 'development', 'country', 'show', 'results', 'tun', 'instead', 'ye', 'sorry', ""i'm"", 'wrong', 'words']",sarc
"['supposedly', 'good', 'budget', 'citizens', 'jib', 'head', 'brain', ""you're"", 'great', 'fool']",sarc
"['indeed', 'create', 'deficit', 'air', 'billion', 'debt']",sarc
"['greeting', 'nutmeg']",sarc
"['gst', 'illegal']",non-sarc
"['complain', 'opening', 'want', 'read', 'complain', 'become', 'member', 'polytechnic', 'parliament']",sarc
