comment_mly,sarc_majority
"['ye', 'la', 'dh', 'puak', 'atas', 'mkn', 'sume', 'rakyat', 'kena', 'tggung', 'pe', 'hal']",sarc
['pembohong'],non-sarc
"['ketara', 'hisap', 'darah', 'rakyat']",sarc
"['gst', 'jahannam', 'tolong', 'lenyapkn', 'pm', 'pm', 'pekak', 'tamak', 'tak', 'nk', 'ikut', 'cakp', 'rakyat', 'sengsaralh', 'rakyat', 'dibuatnya']",non-sarc
"['bahana', 'mdb']",non-sarc
"['gst', 'memberi', 'manfaat', 'pd', 'rakyat', 'dan', 'mengukuhkan', 'pengekalan', 'parti', 'yg', 'memerintah', 'gst', 'wajar', 'dinaikan', 'ke', 'kebaikan', 'pd', 'nusa', 'negara']",sarc
"['dia', 'orang', 'punya', 'tahi', 'kita', 'rakyat', 'kena', 'tanggung']",non-sarc
"['mo', 'gst', 'dlu', 'x', 'ada', 'gst', 'ok', 'jak', 'rakyat', 'selesa']",non-sarc
"['tak', 'percaya', 'korang', 'tgu', 'gst', 'naik', 'punya', 'dia', 'da', 'bg', 'habuan', 'da', 'sedapkn', 'kita', 'tgu', 'dia', 'bg', 'mandram', 'nnti', 'rakyat', 'lena', 'hahaha']",sarc
"['pemerintah', 'yg', 'x', 'pandai', 'mgurus', 'rakyat', 'pula', 'yg', 'cari', 'duit', 'utk', 'kerajaan', 'pergi', 'nya', 'hasil', 'bumi', 'pemerintah', 'buka', 'mata', 'tengok', 'negara', 'jiran', 'yg', 'tiada', 'hasil', 'bumi', 'tp', 'pandai', 'mgurus', 'akhirnya', 'mjadi', 'sebuah', 'negara', 'yg', 'bpendapatan', 'tinggi', 'hapuskan', 'rasuah', 'terutama', 'ikan', 'jerung', 'pm', 'plsz']",non-sarc
"['itu', 'masalah', 'negara', 'kerajaan', 'yg', 'hutang', 'tanggongla', 'sendiri', 'babitkan', 'rakyat', 'zaman', 'tun', 'tak', 'pulak', 'mcm', 'ni', 'makin', 'huru', 'hara', 'ekonomi', 'rakyat']",non-sarc
"['berita', 'pong', 'pang', 'tau', 'ekonomi', 'malaysia', 'terbaik', 'sumber', 'pendapatan', 'terbaik', 'la', 'last', 'kena', 'cukai', 'nak', 'cover', 'masalah', 'cis']",sarc
['hahahaaaaaaaaaaa'],sarc
"['bagus', 'tu', 'gst']",non-sarc
"['negara', 'nak', 'muflis', 'dgn', 'angkara', 'aku', 'mujur', 'ada', 'gst', 'ambil', 'duit', 'rakyat', 'utk', 'cover', 'balik']",sarc
"['kerajaan', 'hutang', 'dgn', 'negara', 'lain', 'pstu', 'gst', 'duit', 'kami', 'jugak', 'sesah', 'sendiri', 'hutang', 'sendiri', 'tanggung', 'la']",non-sarc
['butuh'],non-sarc
"['ckp', 'tk', 'srupe', 'bikin', 'goblokk']",sarc
"['ramai', 'pengeluh', 'disini', 'syukurla', 'rezeki', 'ada', 'dimana']",non-sarc
"['jawapan', 'benar', 'tak', 'bersekolah', 'lol']",sarc
"['naikkanlah', 'gst', 'peratus', 'kami', 'redha', 'la', 'itu', 'cara', 'kerajaan', 'cari', 'duit']",sarc
"['pala', 'butuh']",non-sarc
"['kias', 'kias', 'kata', 'gst', 'nk', 'naik', 'lgi']",sarc
"['ye', 'la', 'dh', 'boros', 'sgt']",sarc
"['makin', 'teruk', 'sekarang', 'la', 'samping', 'pm', 'merapu', 'banyak', 'kes', 'bunuh', 'yg', 'bilion', 'tu', 'pergi']",sarc
['puiiii'],non-sarc
"['rakyat', 'hidup', 'utk', 'bg', 'duit', 'kat', 'keorg', 'je', 'cukai', 'atas', 'cukai', 'pui']",sarc
"['babi', 'dia', 'belanja', 'aku', 'lak', 'kena', 'tanggung']",non-sarc
"['ssedap', 'rasa', 'je', 'kata', 'terima', 'gst', 'skang', 'ptut', 'nye', 'rasa', 'bersalah', 'lah', 'sbb', 'pksa', 'rakyat', 'bayar', 'gst', 'utk', 'bntu', 'kerajaan', 'yg', 'sedia', 'ada', 'ni', 'podacett']",non-sarc
"['klu', 'gst', 'ada', 'lg', 'mampos', 'rakyat', 'brim', 'bg', 'setahun', 'sekali', 'gst', 'tiap', 'hari', 'kena', 'hapuskan', 'brim', 'hapuskan', 'gst', 'tu', 'je', 'yg', 'terbaik', 'jubo', 'ayam', 'punya', 'menteri', 'burung', 'unta']",non-sarc
"['nilah', 'perdana', 'menteri', 'yg', 'bebankan', 'rakyat', 'pm', 'yg', 'lain', 'menyenangkan', 'rakyat']",sarc
"['ye', 'lah', 'tahulah', 'duit', 'makin', 'nipis', 'tapi', 'berhenti', 'lah', 'br', 'm']",non-sarc
"['krajoe', 'nate', 'beruk']",non-sarc
"['cari', 'tak', 'tau', 'belanja', 'pandai']",sarc
"['owhh', 'cmtu', 'yg', 'cukai', 'yg', 'ad', 'tu', 'xckup', 'ke', 'mslhnye', 'rakyat', 'kene', 'gst', 'klo', 'bos', 'besar', 'je', 'xpe', 'penipu', 'je', 'lbih', 'kempen', 'bgaikn', 'nk', 'rak', 'kata', 'gst', 'untungkn', 'rkyat']",non-sarc
"['sst', 'kan', 'dah', 'ada', 'x', 'cukup', 'kah', 'jimat', 'cermat', 'la', 'jgn', 'membazir']",non-sarc
"['gst', 'tak', 'ada', 'tak', 'ada', 'brim', 'cuba', 'tau', 'najib']",non-sarc
"['menteri', 'dulu', 'pandai', 'menteriseoarang', 'xberapa', 'nk', 'pandai', 'bakar', 'darah', 'nk', 'duit', 'rakyat']",non-sarc
"['taikkkkk', 'arrr']",non-sarc
"['ambik', 'duit', 'sendiri', 'kat', 'atm', 'kena', 'gst', 'ni', 'yg', 'aku', 'tak', 'suka', 'nih']",non-sarc
"['gst', 'bangsat', 'jibby', 'p', 'n', 'bangsat']",non-sarc
"['tapi', 'still', 'bingai', 'duk', 'umum', 'bonus', 'sna', 'sni', 'tarik', 'bonus', 'tampung', 'bahagian', 'gst', 'dah', 'ngara', 'ekonomi', 'mcm', 'hang', 'bingai', 'masih', 'nak', 'umum', 'bonus', 'sna', 'sni', 'mcm', 'bgy', 'pakai', 'duit', 'mak', 'bapak', 'kau', 'gst', 'zero', 'rated', 'rakyat', 'rasa', 'kerajaan', 'ka', 'private', 'sektor', 'kaaa', 'stupiditas']",sarc
"['kepala', 'otak', 'dia']",non-sarc
"['alasan', 'x', 'guna', 'otak', 'ni']",non-sarc
"['ada', 'kasi', 'ada', 'baliklah', 'hehehe']",sarc
"['merompak', 'wang', 'rakyat', 'utk', 'membuncitkan', 'perut', 'masing']",sarc
"['ni', 'ahli', 'ekonomi', 'yg', 'dibayar', 'najib', 'dulu', 'tak', 'ada', 'gst', 'ekonomi', 'blh', 'berkembang', 'tak', 'ada', 'masalah', 'zaman', 'gawat', 'pemimpin', 'dulu', 'mampu', 'mengawal', 'ekonomi', 'jd', 'skrg', 'mengharapkan', 'gst', 'seolah', 'tiada', 'gst', 'ekonomi', 'malaysia', 'lingkup', 'sedarlah', 'kita', 'dianugerahkan', 'dgn', 'bumi', 'yg', 'kaya', 'hasilnya', 'tp', 'sayang', 'dipimpin', 'pemimpin', 'yg', 'korup']",non-sarc
"['gst', 'utuk', 'najib', 'hahaha']",sarc
"['bkn', 'menteri', 'malaysia', 'ckp', 'gst', 'utk', 'bagus', 'utk', 'rakyat', 'byk', 'brg', 'turun', 'nampak', 'sape', 'tipu', 'sape']",sarc
"['ciri', 'umum', 'nak', 'naikkan', 'gst', 'ni', 'pembayang', 'mudah', 'difahami']",sarc
"['hahaha', 'mmg', 'la', 'deficit', 'yg', 'ketara', 'sbb', 'ketirisan', 'tahap', 'melampau', 'perginya', 'duit', 'yg', 'ada', 'sebelum', 'ni', 'belanjakan', 'utk', 'apa', 'brp', 'byk', 'pembangunan', 'yg', 'buat', 'hmmm', 'rasanya', 'hasil', 'pembangunan', 'negara', 'ni', 'menampakkan', 'hasil', 'zmn', 'tun', 'bukannya', 'sekarang', 'maaf', 'ye', 'sy', 'tersilap', 'fakta']",sarc
"['bgus', 'konon', 'bdget', 'rkyat', 'jib', 'kpla', 'otak', 'ko', 'tdak', 'bgus', 'bdoh']",sarc
"['mmg', 'la', 'defisit', 'dah', 'ko', 'hutang', 'berbilion']",sarc
"['pala', 'but', 'oh', 'salam']",sarc
"['gst', 'haram']",non-sarc
"['kite', 'komlen', 'x', 'de', 'gune', 'kat', 'sini', 'die', 'org', 'bukanye', 'bace', 'pun', 'nak', 'komlen', 'jdilah', 'ahli', 'politek', 'gaduh', 'kat', 'parlemen']",sarc
"['hahahahahaa', 'rakyat', 'bayar', 'gst', 'rakyat', 'brim', 'dtg', 'duit', 'brim', 'tentulaa', 'gst', 'gst', 'sapa', 'yg', 'bayar', 'amad', 'maslan', 'yg', 'bayar', 'eehhh', 'betul', 'ker']",sarc
"['punca', 'nya', 'boros', 'belanja', 'tak', 'ikut', 'kemampuan', 'ekonomi', 'negara']",non-sarc
"['mentri', 'permain', 'kita', 'raayat', 'kena', 'bayar']",sarc
"['gst', 'mmbebamkn', 'rkyat', 'bkn', 'nk', 'tlong', 'rkyt']",non-sarc
"['penipu', 'besar']",non-sarc
"['kau', 'maju', 'kami', 'rakya', 'menderita']",sarc
"['kepala', 'hotak', 'hang']",non-sarc
['alhamdullilah'],non-sarc
"['jari', 'tengah']",sarc
"['ini', 'poyo', 'tq', 'bang', 'jib']",sarc
"['sudah', 'la', 'menipu', 'rakyat', 'dah', 'muak']",non-sarc
"['xyah', 'lh', 'statment', 'pape', 'lh', 'najib', 'rkyt', 'bkn', 'suke', 'ko', 'pon']",sarc
"['maju', 'ekonomi', 'negara', 'ada', 'kena', 'mengena', 'ye', 'gitu', 'rupanya', 'sia', 'berpuluh', 'tahun', 'saya', 'mengaji']",sarc
"['malaysia', 'terus', 'memburu', 'duit', 'poket', 'rakyat', 'negara', 'maju']",sarc
"['sedar', 'pm', 'ni', 'dah', 'lentok', 'je', 'ckp', 'nya']",sarc
"['kepala', 'bapak', 'dia', 'ang', 'mai', 'dok', 'tempat', 'aku', 'tgk', 'bru', 'ang', 'ada', 'akal', 'skit', 'org', 'mcm', 'ni', 'xlayak', 'jd', 'pemimpin', 'bini', 'sendiri', 'pon', 'fail']",non-sarc
"['aku', 'rasa', 'elok', 'sgt', 'barua', 'ni', 'rip', 'awl', 'lgi', 'baguih']",non-sarc
"['maju', 'pala', 'bana', 'engko']",non-sarc
"['tahik', 'lh', 'kau', 'maju', 'kepala', 'otak', 'barang', 'mahal']",non-sarc
"['kata', 'ko', 'apa', 'hakikatny', 'yg', 'rakyat', 'alami']",sarc
"['kje', 'dia', 'ni', 'hr', 'menipu', 'rkyt']",sarc
"['muke', 'tk', 'malu', 'bbual', 'lebih', 'ksik', 'naik', 'pm', 'teruk', 'seksa', 'rakyat', 'cukup']",sarc
"['ale', 'utoo', 'mak', 'ko', 'hijau']",non-sarc
"['terbaik', 'la', 'najib', 'termsuk', 'kaki', 'ampu', 'ko', 'skali', 'rakyat', 'dah', 'byk', 'merana', 'ko', 'sekutu', 'sekuman', 'dgn', 'ko']",sarc
"['bapa', 'pemlingkup', 'negara', 'tahniah', 'kipidap', 'dongivab', 'ukenduit', 'aldabes']",non-sarc
"['maju', 'mende', 'nye', 'x', 'nmpak', 'apa', 'pembangunan', 'pn', 'sjk', 'ko', 'jd', 'pm', 'sedey']",non-sarc
"['taikkkkkkk', 'ko', 'la', 'memang', 'besau', 'jilake']",non-sarc
"['kencing', 'hancing']",non-sarc
"['ckp', 'tak', 'serupa', 'bikin']",non-sarc
"['sembang', 'lebih']",non-sarc
"['rasa', 'jijik', 'tgk', 'muke', 'mangkok', 'ni']",non-sarc
"['umno', 'terus', 'maju', 'utk', 'rakyat', 'malaysia', 'puiiii']",non-sarc
"['batak', 'kau']",non-sarc
"['puiiiii', 'menipu', 'je']",non-sarc
"['maju', 'bab', 'menipu', 'rakyat']",non-sarc
"['pm', 'bangsat', 'b', 'rakyat', 'tk', 'lupa', 'najib', 'b', 'certa', 'najib', 'taik', 'kucing', 'lah', 'najib']",non-sarc
"['maju', 'ngan', 'vape']",sarc
"['maju', 'rr', 'sngt', 'najib', 'habis', 'dah', 'lingkop', 'duit', 'banglades', 'pon', 'lebih', 'kukuh', 'ringgit', 'perasan', 'maju', 'podahhh']",sarc
"['maju', 'kt', 'mne', 'tu', 'maju', 'pd', 'bangsa', 'asing', 'ade', 'la', 'rakyat', 'sendiri', 'mati', 'dgn', 'mcm', 'kau']",non-sarc
"['ekonomi', 'tak', 'menentu', 'tak', 'negara', 'maju', 'itu', 'pandangan', 'saya']",non-sarc
"['orang', 'tua', 'dulu', 'dh', 'ckp', 'bapak', 'cari', 'duit', 'anak', 'habiskan', 'duit', 'ni', 'bapak', 'dia', 'majukan', 'negara', 'anak', 'dia', 'menjahanamkan', 'negara', 'siap', 'nk', 'jual', 'lagi', 'blh', 'nego', 'lg', 'jadi']",non-sarc
"['economi', 'malaysia', 'jatuh', 'disebabkan', 'perbuatan', 'najib']",non-sarc
"['maju', 'kepala', 'kakak', 'kau']",sarc
"['maju', 'lembah', 'gaung', 'telaga', 'lubang', 'kehancuran']",sarc
"['maju', 'belakang']",sarc
"['aku', 'dh', 'meluat', 'tgk', 'mangkuk', 'ni', 'x', 'makan', 'saman', 'malu', 'maruah', 'dah', 'kena', 'pam', 'jamban']",non-sarc
"['najib', 'menipu', 'lagi', 'angka', 'disebut', 'dibibir', 'relitynya', 'tiada']",non-sarc
"['padamu', 'kami', 'berserah', 'hahhahaha']",sarc
"['alrrrr', 'utooo', 'jibby', 'jgn', 'nak', 'menipu']",non-sarc
"['pak', 'najib', 'ko', 'sponser', 'la', 'sya', 'smua', 'sya', 'org', 'susah', 'ni', 'hahahaha', 'cakap', 'bah', 'gaji', 'rm', 'segala', 'ny', 'mo', 'dibayar', 'x', 'cukup']",sarc
"['yelah', 'thu']",sarc
"['malaysia', 'maju', 'tapi', 'rakyat', 'mampus']",non-sarc
"['maju', 'hanggok', 'dia']",sarc
"['bak', 'kata', 'hidup', 'diteruskn', 'ekonomi', 'najib', 'tak', 'menentu']",sarc
"['kaki', 'kencing']",sarc
"['mcm', 'buruk', 'sekalipun', 'pemimpin', 'kita', 'tu', 'marilh', 'doakn', 'dia', 'bertaubat', 'insaf', 'kerana', 'doa', 'yg', 'baik', 'akn', 'kembali', 'kpd', 'yg', 'mendoakn', 'bgitu', 'kata', 'yg', 'buruk', 'kembali', 'kpd', 'yg', 'mengucapkn', 'nya']",non-sarc
"['maju', 'kepala', 'bana', 'dia']",sarc
"['negara', 'maju', 'tpi', 'rakyat', 'miskin']",non-sarc
"['najibugima', 'jilake']",non-sarc
"['ckp', 'mcm', 'org', 'sakaii', 'lautt', 'cita', 'tak', 'jadi', 'apo', 'hampehh']",sarc
['pakyuuuuu'],non-sarc
"['maju', 'poket', 'sendiri']",sarc
"['maju', 'kepala', 'bapak', 'ngko', 'meluat', 'aku', 'dgr', 'jibby', 'ni', 'sembang']",non-sarc
"['menteri', 'ja', 'yg', 'maju', 'terbaik', 'la']",sarc
"['palabana', 'maju']",non-sarc
"['statement', 'maharaja', 'lawak']",sarc
"['babi', 'berkata']",sarc
"['taik', 'kucing', 'org', 'xberilmu', 'shja', 'yg', 'percaya']",non-sarc
"['mane', 'majunye', 'hbis', 'duit', 'rakyat', 'ko', 'isap']",sarc
"['perghhhh', 'ayat', 'dia', 'main', 'gramatis', 'puitis', 'lagi']",sarc
"['menipu', 'je', 'la', 'pak', 'jib', 'ni']",non-sarc
"['ayat', 'tahap', 'haram', 'jadah', 'bodek']",non-sarc
"['aku', 'tggu', 'najib', 'mati']",non-sarc
"['najib', 'yg', 'maju', 'rakyat', 'papakedana']",non-sarc
"['ya', 'trus', 'maju', 'sebap', 'rompak', 'duit', 'rakyat']",sarc
"['palo', 'otok', 'mu', 'rakyat', 'susoh', 'mu', 'jah', 'hok', 'sene']",sarc
"['otak', 'ko', 'jib']",non-sarc
['butuh'],non-sarc
"['menteri', 'maju', 'kedepan', 'rakyat', 'maju', 'kebelakang']",sarc
"['time', 'najib', 'jadi', 'pm', 'je', 'ekonomi', 'malaysia', 'sentiasa', 'maju', 'maju', 'maju', 'mulut', 'manis', 'kalahkan', 'gula', 'yg', 'berlaku', 'sebaliknya']",sarc
"['maju', 'miskin', 'bosku', 'najiby', 'bole']",sarc
"['hahahahahah', 'adui', 'xlah', 'kmi', 'seteruk', 'tu', 'xtahu', 'pasal', 'ekonomi']",sarc
['kahkahkah'],sarc
"['bohong', 'belake']",non-sarc
['najib'],non-sarc
['palabana'],non-sarc
"['gila', 'talak']",non-sarc
"['penipu', 'nye', 'kepala']",non-sarc
"['pepatah', 'baru', 'ke', 'butuh', 'tegak', 'telur', 'x', 'de', 'negara', 'maju', 'ekonomi', 'merudum', 'logik', 'ke']",non-sarc
"['bodohnya', 'statement', 'dia', 'dia', 'sndri', 'ja', 'rsa', 'cmtu', 'rkyt', 'tbeban', 'ngn', 'dt', 'yg', 'xda', 'nlai', 'dh', 'krg', 'ni', 'matilanak']",non-sarc
['fuyooooo'],sarc
"['kepala', 'bana', 'kau', 'hahahahaha']",non-sarc
"['otak', 'dia', 'geng', 'kargo', 'pakat', 'nk', 'buang', 'org', 'kalo', 'kargo', 'tutup', 'effect', 'kt', 'kilang', 'mcmna', 'pniaga', 'n', 'pkerja', 'undekkk']",non-sarc
"['najib', 'penipu', 'cekik', 'duit', 'rakyat', 'bleh', 'la', 'negara', 'maju']",non-sarc
"['maju', 'abah', 'ko', 'jib', 'mak', 'ko', 'hijau']",sarc
"['gua', 'caya', 'najib', 'terbaik']",sarc
"['aiyoooooo', 'mcmne', 'nak', 'maju', 'kalo', 'hutang', 'btimbun', 'mati', 'uuuuuuuuuuuuuu']",sarc
"['maju', 'palo', 'otak', 'mung']",non-sarc
"['lu', 'sembang', 'maa']",non-sarc
"['ssah', 'mau', 'ckap', 'mlas', 'tngok', 'ni', 'orang', 'mcm', 'mka', 'jerung']",sarc
"['semuanye', 'poyo', 'yg', 'trok', 'nk', 'mamposs', 'rakyattt']",sarc
"['mudah', 'jer', 'kita', 'diperbodohkan', 'tahun', 'dulu', 'lah', 'bro', 'jip']",sarc
"['rkyt', 'stress', 'ade', 'lah']",non-sarc
"['teruskan', 'bermain', 'angin']",sarc
"['kepala', 'bana', 'kau', 'najip', 'rakyat', 'tgh', 'menderita', 'kau', 'ada', 'ambil', 'tahu', 'hal', 'rakyat', 'kau', 'tgk', 'pru', 'nanti', 'kerajaan', 'bn', 'tumbang', 'rakyat', 'dah', 'hilang', 'sabar', 'dgn', 'masaalah', 'dalaman', 'kerajaan', 'mdb', 'duit', 'dana', 'b', 'semua', 'tu', 'terus', 'jadi', 'isu', 'masa', 'pru', 'datang']",non-sarc
"['ribuan', 'rakyat', 'malaysia', 'yg', 'seawal', 'jam', 'pagi', 'bgn', 'menuju', 'singapura', 'utk', 'mencari', 'sesuap', 'nasi', 'kamu', 'kata', 'negara', 'kamu', 'maju', 'kepala', 'tut', 'hang']",non-sarc
"['najib', 'kencing', 'lg', 'kehkehkeh']",sarc
"['maju', 'embah', 'mu']",sarc
"['rakyat', 'dah', 'nak', 'mampus', 'kau', 'tahu', 'tak', 'najib']",non-sarc
"['ekonomi', 'dia', 'je', 'yg', 'maju', 'zzz']",sarc
"['gst', 'mantap', 'kan', 'ekonomi', 'rakyat', 'yg', 'tlong', 'kerajaan', 'bkn', 'krajaan', 'rakyat', 'penjilat', 'telo', 'najib', 'je', 'yg', 'skong']",non-sarc
"['apakn', 'daya', 'ryk', 'x', 'suka', 'ku', 'ni', 'lgi', 'haha']",sarc
"['najib', 'prrintah', 'hidup', 'susah', 'tv', 'suku', 'kata', 'ekonomi', 'dlm', 'landasan', 'taik', 'malaysia', 'sekarang', 'negara', 'pariah']",non-sarc
"['oii', 'bugis', 'kau', 'mati', 'bru', 'mesia', 'maju']",non-sarc
"['terima', 'kasih', 'jib', 'lanjiow']",sarc
"['poket', 'dia', 'yg', 'maju']",sarc
"['tpi', 'rakyt', 'sengsara', 'bro', 'najib']",non-sarc
"['maju', 'dlm', 'poketmu']",sarc
"['cakap', 'tu', 'serupa', 'bikin', 'cakap', 'nak', 'lakukan', 'x', 'boleh', 'asyik', 'asyik', 'barang', 'naik', 'ralyat', 'yg', 'kena', 'tanggung']",non-sarc
"['negara', 'maju', 'tapi', 'ramai', 'rakyat', 'menderita', 'keperitan', 'mengharungi', 'hidup', 'seharian', 'semua', 'memerlukan', 'wang', 'kecuali', 'mereka', 'yg', 'berwang', 'sedih']",non-sarc
"['wpun', 'ekonomi', 'satu', 'dunia', 'ttpi', 'klu', 'pengurusan', 'ekonomi', 'yg', 'dn', 'rakyat', 'adalh', 'keutamaan', 'insha', 'allah', 'negara', 'kita', 'bertahan', 'tanpa', 'gst', 'tol', 'naik', 'brg', 'naik', 'minyak', 'naik', 'dn', 'yg', 'naik', 'barakah', 'ada', 'disitu', 'ttpi', 'skrg', 'ni', 'pemimpin', 'yg', 'ada', 'ni', 'berlagak', 'mcm', 'pandai', 'ttpi', 'pengkhianat', 'pd', 'negara', 'sendiri']",non-sarc
"['hahaha', 'kah', 'kah', 'kahh', 'kalau', 'bh', 'yg', 'melaporkan']",sarc
"['enko', 'belajar', 'nie', 'najib', 'dah', 'gila']",sarc
['menipu'],non-sarc
"['piiiiirah', 'butuh', 'outaaaa', 'jaaaa']",non-sarc
"['pm', 'gila', 'duit', 'niii']",non-sarc
"['pm', 'syok', 'sendiri', 'hahaha']",sarc
"['menipu', 'terus', 'menipu', 'je', 'kerja', 'ko', 'agak', 'mampos', 'nk', 'menipu', 'kroni', 'dia', 'ya', 'insaf', 'lah', 'manusia']",sarc
"['kahak', 'ijau', 'lah', 'ko', 'maju']",sarc
"['auta', 'je', 'mung', 'ni']",non-sarc
"['haha', 'tak', 'kene', 'statement', 'ni']",sarc
"['tu', 'abg', 'jib', 'kata', 'rakyat', 'x', 'kata', 'pun', 'yg', 'ada', 'tu', 'bangunan', 'pembangunan']",non-sarc
"['bapak', 'kau', 'maju', 'rakyat', 'hidup', 'teraksa', 'ini', 'kau', 'katakan', 'maju']",sarc
"['aku', 'malaysia', 'cuba', 'aku', 'keluar', 'malaysia', 'porak', 'keranda']",non-sarc
"['kahkahkahhh', 'ko', 'ni', 'ambik', 'fakta', 'tahyul', 'kat', 'ni', 'jib', 'mabuk', 'ketum', 'ke']",sarc
"['yg', 'maju', 'poket', 'menteri', 'je']",sarc
"['yup', 'betui', 'tu', 'tax', 'maju', 'ye', 'dakk', 'kbye']",sarc
"['maju', 'maju', 'maju', 'maju', 'yg', 'tu']",sarc
"['malaysia', 'semakin', 'maju', 'rakyat', 'semakin', 'tertekan']",non-sarc
"['burik', 'mg', 'kho', 'maju']",non-sarc
"['najib', 'ttp', 'nk', 'kencing', 'rakyatttt', 'tengkk', 'muka', 'je', 'x', 'pandai', 'malu', 'kokikik']",sarc
"['ibarat', 'tanam', 'pokok', 'nk', 'buah', 'dibubuh', 'baja', 'kalau', 'dibubuh', 'baja', 'yg', 'tak', 'berkualiti', 'harap', 'pm', 'dpt', 'faham']",sarc
"['guna', 'pandang', 'mulia', 'luar', 'hakikatnya', 'rakyat', 'merana']",sarc
"['egt', 'rakyat', 'x', 'sekolah', 'ke', 'bagian', 'bh', 'kaki', 'bodek', 'tabloid', 'ngan', 'pm', 'sme', 'je', 'isi', 'tmpt', 'kosong', 'jibby', 'owh', 'jibby', 'knapelah', 'aku', 'dilahirkn', 'zmn', 'pemerintahan', 'ko', 'nie', 'ayam']",non-sarc
"['kepala', 'hotak', 'ko', 'la', 'maju', 'negara', 'yg', 'maju', 'rakyat', 'marheran', 'jahanam', 'tanggung', 'hutang', 'hasil', 'pentadbiran', 'yg', 'membazir', 'malang', 'btul', 'malaysia', 'dpt', 'pm', 'nama', 'najib', 'razak', 'ni']",non-sarc
"['yg', 'terus', 'majunya', 'rakyat', 'semakin', 'susah', 'kau', 'x', 'nampak', 'kalau', 'betul', 'negara', 'maju', 'kerajaan', 'x', 'kan', 'nak', 'manyusahkan', 'rakyat', 'tapi', 'kos', 'sara', 'hidup', 'naik', 'semua', 'kana', 'cukai']",non-sarc
"['hahahahaha', 'kata', 'mu', 'saudara', 'najib', 'meleleh', 'air', 'liur']",sarc
"['ada', 'ekonomi', 'bertambah', 'baik', 'baru', 'dikatakan', 'negara', 'maju', 'ilmu', 'kau', 'pakai', 'ni']",sarc
"['kepala', 'bapak', 'kau']",non-sarc
"['maju', 'kepala', 'buto', 'ape']",non-sarc
"['rkyt', 'melarat', 'sbb', 'kau', 'la', 'jib']",non-sarc
"['penipu', 'penipu', 'penipu', 'dasar', 'hisap', 'darah', 'rakyat']",non-sarc
"['duit', 'haram', 'kaorang', 'yg', 'maju', 'je', 'pak', 'anak', 'haram']",non-sarc
"['sebenarnya', 'terus', 'mundur', 'ekonomi', 'menentu']",non-sarc
"['malaysia', 'maju', 'lah', 'rakyat', 'pula', 'yg', 'semakin', 'mundur']",sarc
"['nak', 'muntah', 'aku', 'najib', 'ckap', 'malaysia', 'maju']",non-sarc
"['aler', 'uttoo']",non-sarc
"['maju', 'dgn', 'duit', 'yg', 'ko', 'naik', 'kan', 'hrga', 'brg']",sarc
"['maju', 'belakang']",sarc
"['malaysia', 'trus', 'maju', 'tp', 'rakyat', 'kuantan', 'trus', 'merana', 'mngadap', 'debu', 'tanah', 'merah', 'xguna', 'mnjadi', 'p', 'm', 'lau', 'negeri', 'kelahiran', 'seolah', 'ditutup', 'sebelah', 'mata', 'mngabaikn', 'ape', 'yg', 'trjdi', 'sne']",non-sarc
"['maju', 'tang', 'mane', 'kampong', 'ni']",sarc
"['kepala', 'tungkik', 'dye']",non-sarc
"['awal', 'pagi', 'da', 'knyang', 'sumpah', 'phuikkk', 'mmg', 'lah', 'ekonomi', 'baik', 'kan', 'kerajaan', 'naik', 'kan', 'smua', 'harga', 'barangan', 'rakyat', 'yg', 'tangung', 'smuanya', 'mentri', 'goyang', 'kaki']",non-sarc
"['abah', 'kau']",sarc
"['yg', 'maju', 'siapa', 'kami', 'kerja', 'byr', 'hutang', 'hutang', 'siapa', 'jeng']",sarc
"['maju', 'tapi', 'susahkan', 'rakyat', 'dgn', 'cukai']",sarc
['mencciritttttttt'],non-sarc
"['kikiki', 'pelawak', 'antarabangsa']",sarc
"['ari', 'tu', 'ckp', 'ekonomi', 'stabil', 'ni', 'ckp', 'x', 'menentu', 'nmpk', 'sgt', 'kencing', 'kuat']",sarc
"['btul', 'maju', 'msia', 'dbuatnya', 'thankz', 'u', 'pm']",sarc
"['poket', 'ko', 'yg', 'maju', 'ade', 'la', 'najib', 'agak', 'la', 'nk', 'ckp']",sarc
"['malaysia', 'maju', 'rakyat', 'yg', 'susah', 'betambah', 'susah', 'rakyat', 'yg', 'kata', 'bertambah', 'kaya', 'puiiiiiiiiiiii']",sarc
['aleuto'],non-sarc
"['mak', 'hang']",non-sarc
"['pak', 'menteri', 'je', 'yg', 'maju']",sarc
"['kau', 'cakap', 'tak', 'serupa', 'bikin', 'penyangak', 'besar']",non-sarc
"['bangganya', 'malayasia', 'terus', 'maju', 'bawa', 'pendetitaan', 'rakyat', 'taniah', 'pm']",sarc
"['dr', 'dulu', 'maju', 'kita', 'dpt', 'rasa', 'teruskan']",non-sarc
"['maju', 'kebelakang']",sarc
"['cakap', 'serupa', 'aya', 'longkang', 'tak', 'tentu', 'dok', 'satu', 'tempat', 'hari', 'tu', 'kata', 'ekonomi', 'malaysia', 'terjejas', 'lain', 'ekonomi', 'tak', 'menentu', 'pula']",non-sarc
"['kebodohan', 'apakah', 'ini']",non-sarc
"['maju', 'kepala', 'hotak', 'mu', 'jib']",non-sarc
