comment,sarc_majority
"['I', 'believe', 'best'] ['believe'] ['nan'] [nan] [nan]",sarc
"['can', 'go', 'forward', 'debts', 'pile', 'up', 'dead'] ['can', 'go', 'pile'] ['nan'] ['intj82'] [nan]",sarc
"['advanced', 'head', 'brain'] ['nan'] ['nan'] [nan] [nan]",non-sarc
"['chat', 'it'] ['chat'] ['nan'] [nan] [nan]",non-sarc
"['want', 'talk', 'bad', 'about', 'lazy', 'people', 'see', 'face', 'sharks'] ['talk', 'see'] ['nan'] [nan] ['idsync126']",sarc
"['all', 'useless', 'people', 'who', 'badly', 'wanted', 'dead'] ['wanted'] ['punct2', 'punct2', 'punct2'] [nan] [nan]",sarc
"['easy', 'first', 'year', 'alone', 'can', 'be', 'fooled', 'brother', 'jeep'] ['can', 'be', 'fooled'] ['nan'] [nan] [nan]",sarc
"['people', 'there', 'is', 'stress'] ['is'] ['nan'] ['intj65'] [nan]",non-sarc
"['continue', 'play', 'a', 'wind'] ['play'] ['nan'] [nan] [nan]",sarc
"['head', 'testicles', 'people', 'are', 'suffering', 'have', 'take', 'out', 'people', 'see', 'later', 'government', 'will', 'topple', 'people', 'impatience', 'government', 'internal', 'problems', 'money', 'funds', 'b', 'it', 'will', 'continue', 'be', 'an', 'issue', 'forthcoming'] ['najib', 'are', 'suffering', 'have', 'take', 'see', 'will', 'topple', 'mdb', 'b', 'will', 'continue', 'be'] ['punct1'] [nan] [nan]",non-sarc
"['thousands', 'Malaysians', 'who', 'early', 'hours', 'morning', 'get', 'up', 'go', 'Singapore', 'make', 'ends', 'meet', 'say', 'go', 'a', 'country', 'head', 'tut'] ['get', 'go', 'singapore', 'make', 'meet', 'say', 'go', 'head', 'tut'] ['punct2', 'punct2', 'punct2'] ['intj66'] [nan]",non-sarc
"['pee', 'again'] ['nan'] ['nan'] ['intj92'] [nan]",sarc
"['advanced', 'grandmother', 'mu'] ['nan'] ['nan'] [nan] [nan]",sarc
"['people', 'are', 'na', 'know', 'not', 'dead'] ['are', 'gonna'] ['nan'] [nan] [nan]",non-sarc
"['he', 'only', 'advanced', 'economy'] ['advanced'] ['nan'] ['intj118'] [nan]",sarc
"['robust', 'economy', 'will', 'help', 'people', 'government', 'is', 'not', 'government', 'help', 'people', 'sycophant', 'eggs', 'only', 'support'] ['will', 'help', 'is', 'help', 'sycophant'] ['nan'] [nan] [nan]",non-sarc
"['power', 'people', 'do', 'not', 'like', 'me', 'anymore'] ['do', 'haha'] ['nan'] ['intj92'] [nan]",sarc
"['order', 'live', 'television', 'syllable', 'too', 'difficult', 'economy', 'on', 'right', 'track', 'now', 'Malaysia', 'pariah', 'state'] ['syllable', 'poo'] ['nan'] ['intj56'] [nan]",non-sarc
"['Malaysia', 'die', 'recently', 'developed'] ['die', 'developed'] ['nan'] ['intj104'] [nan]",non-sarc
"['thanks', 'jib', 'testicles'] ['jib'] ['nan'] [nan] [nan]",sarc
"['he', 'advanced', 'pocket'] ['advanced'] ['nan'] [nan] [nan]",sarc
"['but', 'people', 'miserable', 'brother'] ['nan'] ['nan'] [nan] [nan]",non-sarc
"['forward', 'in', 'pocket'] ['nan'] ['nan'] [nan] [nan]",sarc
"['say', 'it', 'delivers', 'can', 'talk', 'all', 'want', 'do', 'can', 'not', 'be', 'fun', 'fun', 'stuff', 'also', 'more', 'people', 'be', 'responsible'] ['say', 'can', 'talk', 'want', 'do', 'can', 'be', 'be'] ['nan'] [nan] [nan]",non-sarc
"['developed', 'countries', 'but', 'still', 'many', 'people', 'suffering', 'pain', 'facing', 'everyday', 'life', 'all', 'require', 'money', 'were', 'penniless', 'sad'] ['suffering', 'facing', 'require', 'were'] ['nan'] [nan] [nan]",non-sarc
"['economy', 'down', 'world', 'but', 'economic', 'management', 'right', 'people', 'are', 'a', 'priority', 'Allah', 'so', 'country', 'can', 'survive', 'right', 'up', 'goods', 'rose', 'oil', 'rose', 'is', 'more', 'blessings', 'have', 'seized', 'but', 'now', 'leader', 'is', 'act', 'clever', 'but', 'treacherous', 'in', 'own', 'country'] ['are', 'can', 'survive', 'rose', 'rose', 'is', 'have', 'seized', 'is'] ['nan'] ['intj69', 'intj56'] [nan]",non-sarc
"['report'] ['nan'] ['nan'] ['intj92', 'intj24'] [nan]",sarc
"['did', 'learn', 'crazy', 'not'] ['did', 'learn'] ['nan'] [nan] [nan]",sarc
['deceive'] ['nan'] ['nan'] [nan] [nan],non-sarc
"['go', 'it', 'alone', 'testicles'] ['go', 'testicles'] ['nan'] [nan] [nan]",non-sarc
"['money', 'crazy', 'pm'] ['nan'] ['nan'] [nan] [nan]",non-sarc
"['pm', 'shocked'] ['shocked'] ['nan'] ['intj92'] [nan]",sarc
"['cheating', 'continue', 'deceive', 'work', 'want', 'cheat', 'a', 'little', 'dead', 'cronies', 'he', 'realized', 'yes', 'O', 'man'] ['continue', 'deceive', 'want', 'cheat', 'dead', 'realized'] ['nan'] [nan] [nan]",sarc
"['green', 'phlegm', 'forward'] ['forward'] ['nan'] [nan] [nan]",sarc
['nan'] ['nan'] ['nan'] [nan] [nan],non-sarc
"['do', 'not', 'have', 'correct', 'statement'] ['do', 'have', 'correct'] ['nan'] ['intj92'] [nan]",sarc
"['jib', 'brother', 'was', 'not', 'a', 'word', 'people', 'say', 'there', 'was', 'not', 'a', 'building', 'development'] ['was', 'say', 'was'] ['nan'] ['intj65'] [nan]",non-sarc
"['father', 'had', 'a', 'life', 'ahead', 'saying', 'forward'] ['had', 'saying'] ['nan'] [nan] [nan]",sarc
"['I', 'am', 'in', 'Malaysia', 'Malaysia', 'must', 'try', 'me', 'out', 'coffin'] ['am', 'must', 'try'] ['nan'] [nan] [nan]",non-sarc
"['have', 'taken', 'fact', 'any', 'jib', 'superstitious', 'drunk'] ['have', 'taken'] ['punct1', 'punct1', 'punct1', 'punct1', 'punct1', 'punct1'] ['intj92'] [nan]",sarc
"['advanced', 'pocket', 'minister', 'only'] ['nan'] ['nan'] [nan] [nan]",sarc
"['right', 'most', 'advanced', 'tax', 'yummy', 'okay', 'bye'] ['nan'] ['nan'] [nan] [nan]",sarc
"['developed', 'countries', 'is', 'developed', 'countries', 'it'] ['is'] ['punct1', 'punct1', 'punct1', 'punct3'] [nan] [nan]",sarc
"['Malaysia', 'moves', 'people', 'more', 'depressed'] ['moves'] ['nan'] [nan] [nan]",non-sarc
"['ass', 'ahead'] ['nan'] ['nan'] [nan] [nan]",non-sarc
"['na', 'piss', 'people', 'close', 'look', 'at', 'embarrassed', 'face', 'just', 'not', 'good'] ['look'] ['nan'] ['intj92'] [nan]",sarc
"['Planting', 'fruit', 'trees', 'like', 'I', 'do', 'not', 'put', 'any', 'fertilizer', 'added', 'steel', 'please', 'pm', 'not', 'qualified', 'understand'] ['planting', 'do', 'put', 'added', 'please', 'pm', 'qualified', 'understand'] ['nan'] ['intj69', 'intj61'] [nan]",sarc
"['noble', 'purpose', 'in', 'view', 'fact', 'people', 'suffer'] ['suffer'] ['nan'] ['intj69'] ['idsync127', 'idsync128']",sarc
"['people', 'do', 'not', 'flood', 'school', 'flatter', 'tabloid', 'same', 'print', 'fill', 'oh', 'why', 'was', 'I', 'born', 'reign', 'chicken'] ['do', 'flood', 'flatter', 'oh', 'was', 'born'] ['punct1'] ['intj103'] [nan]",non-sarc
"['head', 'brain', 'are', 'an', 'advanced', 'state', 'advanced', 'stages', 'debt', 'blasted', 'administration', 'wasteful', 'poor', 'can', 'print', 'correctly', 'Malaysia', 'name'] ['are', 'blasted', 'can', 'print'] ['punct2', 'punct2', 'punct2', 'punct2', 'punct2', 'punct2', 'punct2', 'punct2', 'punct2'] [nan] [nan]",non-sarc
"['continues', 'advance', 'people', 'increasingly', 'difficult', 'do', 'not', 'see', 'properly', 'developed', 'countries', 'government', 'does', 'not', 'want', 'inconvenience', 'people', 'but', 'cost', 'living', 'all', 'up', 'all', 'tax'] ['continues', 'advance', 'do', 'see', 'developed', 'does', 'want', 'inconvenience', 'living'] ['nan'] ['intj69'] ['idsync35']",non-sarc
"['mu', 'brother', 'said', 'was', 'drooling'] ['said', 'was', 'drooling'] ['nan'] ['intj92'] [nan]",sarc
"['there', 'economy', 'improves', 'new', 'science', 'called', 'developed', 'countries', 'use'] ['improves', 'called', 'use'] ['punct1'] ['intj65'] [nan]",sarc
"['chief', 'fathers'] ['nan'] ['nan'] [nan] [nan]",non-sarc
"['advanced', 'head', 'blind'] ['nan'] ['nan'] ['intj69'] [nan]",non-sarc
"['people', 'poor', 'do', 'jib'] ['do', 'jib'] ['nan'] [nan] [nan]",non-sarc
"['cheater', 'cheaters', 'liars', 'suck', 'people', 'blood', 'policy'] ['suck'] ['nan'] [nan] [nan]",non-sarc
"['illegal', 'money', 'were', 'advanced', 'only', 'pack', 'bastard'] ['were', 'advanced'] ['nan'] [nan] [nan]",non-sarc
"['in', 'fact', 'continue', 'retreat', 'economic', 'uncertainty'] ['continue', 'retreat'] ['nan'] [nan] [nan]",non-sarc
"['Malaysia', 'is', 'ahead', 'people', 'are', 'on', 'skids'] ['is', 'are'] ['nan'] [nan] [nan]",sarc
"['I', 'na', 'throw', 'up', 'advanced', 'said', 'Malaysia'] ['throw', 'said'] ['nan'] [nan] [nan]",non-sarc
"['head', 'testicles'] ['nan'] ['nan'] [nan] [nan]",non-sarc
"['forward', 'money', 'take', 'price'] ['take'] ['nan'] [nan] [nan]",sarc
"['forward', 'backward'] ['nan'] ['nan'] [nan] [nan]",sarc
"['Malaysia', 'continues', 'progress', 'but', 'people', 'continue', 'languish', 'in', 'audience', 'dust', 'dirt', 'in', 'order', 'not', 'go', 'country', 'birth', 'm', 'already', 'closed', 'one', 'eye', 'seems', 'ignore', 'is', 'going', 'on', 'there'] ['continues', 'progress', 'continue', 'languish', 'go', 'closed', 'seems', 'ignore', 'is', 'going'] ['nan'] ['intj69', 'intj65'] [nan]",non-sarc
"['ahead', 'village', 'is', 'still', 'like'] ['is'] ['nan'] [nan] [nan]",sarc
"['he', 'heads', 'furnace'] ['heads'] ['nan'] [nan] [nan]",non-sarc
"['Early', 'morning', 'is', 'full', 'oath', 'economy', 'is', 'good', 'indeed', 'government', 'increases', 'prices', 'all', 'items', 'are', 'responsibility', 'all', 'ministers', 'shaky', 'legs'] ['is', 'is', 'puii', 'are', 'shaky'] ['nan'] ['intj53', 'intj107'] [nan]",non-sarc
['harness'] ['harness'] ['nan'] [nan] [nan],sarc
"['advanced', 'work', 'who', 'pay', 'outstanding', 'debt'] ['work', 'would', 'pay'] ['punct1', 'punct1', 'punct1', 'punct1', 'punct1', 'punct1'] [nan] [nan]",sarc
"['advanced', 'but', 'difficult', 'people', 'a', 'variety', 'tax'] ['nan'] ['nan'] [nan] ['idsync129']",sarc
['nan'] ['nan'] ['nan'] [nan] [nan],non-sarc
"['international', 'comedian'] ['nan'] ['nan'] ['intj92'] [nan]",sarc
"['talk', 'day', 'was', 'ably', 'stable', 'economic', 'uncertainty', 'looks', 'very', 'strong', 'urine'] ['was', 'looks'] ['nan'] [nan] [nan]",sarc
"['Malaysia', 'made', 'properly', 'developed', 'thanks', 'crew', 'pm'] ['made', 'crew'] ['nan'] [nan] [nan]",sarc
"['advanced', 'pocket', 'have', 'is', 'quite', 'wrong', 'want', 'talk'] ['have', 'is', 'want', 'talk'] ['nan'] [nan] [nan]",sarc
"['Malaysia', 'developed', 'needy', 'more', 'difficult', 'people', 'who', 'say', 'richer'] ['developed', 'say'] ['nan'] ['intj107'] [nan]",sarc
"['head', 'testicles'] ['nan'] ['nan'] [nan] [nan]",non-sarc
['mother'] ['nan'] ['nan'] [nan] [nan],non-sarc
"['minister', 'only', 'advanced'] ['advanced'] ['nan'] [nan] [nan]",sarc
"['easier', 'said', 'done', 'great', 'rogue'] ['said', 'done'] ['nan'] [nan] [nan]",non-sarc
"['Malaysia', 'is', 'proud', 'continue', 'bring', 'plight', 'congratulations', 'pm'] ['is', 'continue', 'bring', 'pm'] ['punct2', 'punct2', 'punct2'] [nan] ['idsync130']",sarc
"['first', 'advance', 'can', 'think', 'ahead'] ['can', 'think'] ['nan'] [nan] [nan]",non-sarc
"['forward', 'backward'] ['nan'] ['nan'] [nan] [nan]",sarc
"['A', 'similar', 'conversation', 'is', 'not', 'necessarily', 'drain', 'dock', 'one', 'day', 'it', 'said', 'Malaysian', 'economy', 'was', 'not', 'affected', 'as', 'economic', 'uncertainty'] ['is', 'drain', 'said', 'was', 'affected'] ['nan'] [nan] [nan]",non-sarc
"['foolishness', 'is'] ['is'] ['punct1'] [nan] [nan]",non-sarc
"['advanced', 'jib', 'head', 'brain', 'mu'] ['nan'] ['nan'] [nan] [nan]",non-sarc
"['head', 'testicles', 'he', 'pressed', 'ahead', 'tax', 'people', 'everywhere', 'pack'] ['pressed', 'pack'] ['nan'] ['intj92'] [nan]",non-sarc
"['seems', 'crazy', 'right', 'up', 'subsidy', 'expires', 'say', 'no', 'money', 'pay', 'salary', 'no', 'last', 'ably', 'strong', 'economy'] ['seems', 'expires', 'say', 'pay'] ['nan'] ['intj55', 'intj55'] [nan]",non-sarc
"['Malaysia', 'can', 'progress', 'people', 'he', 'diligently', 'struggle', 'get', 'ahead', 'resign', 'pm', 'Malaysia', 'advanced', 'Allah'] ['can', 'progress', 'struggle', 'get', 'resign', 'advanced'] ['nan'] [nan] [nan]",sarc
"['chat', 'download', 'mirror', 'chatting', 'uncle', 'g', 'is', 'mirror', 'dementia'] ['chat', 'download', 'chatting', 'is', 'dementia'] ['punct1'] ['intj69'] [nan]",sarc
"['advanced', 'ringgit', 'fell', 'again'] ['fell'] ['punct1', 'punct1', 'punct1'] ['intj92'] [nan]",sarc
"['Malaysia', 'economy', 'is', 'uncertain', 'but', 'more', 'advanced'] ['is'] ['punct1', 'punct1', 'punct2', 'punct2'] ['intj92'] [nan]",sarc
"['do', 'not', 'see', 'made', 'it', 'more', 'fun', 'all', 'advanced'] ['do', 'see', 'made'] ['punct1'] [nan] [nan]",sarc
"['anus', 'not', 'read', 'much', 'will', 'pull', 'call', 'every', 'year', 'inflows', 'try', 'call', 'out'] ['read', 'will', 'pull', 'call', 'call'] ['nan'] [nan] [nan]",non-sarc
"['advanced', 'kind', 'usually', 'only', 'see', 'nothing', 'looks', 'increasingly', 'worse', 'there', 'is', 'correct', 'tax', 'hikes', 'around', 'cost', 'living', 'was', 'already', 'getting', 'more', 'people', 'are', 'getting', 'hard', 'say', 'he', 'has', 'already', 'heard', 'is', 'people', 'do', 'not', 'treasure', 'said'] ['advanced', 'see', 'looks', 'is', 'was', 'getting', 'are', 'getting', 'say', 'has', 'heard', 'is', 'do', 'treasure', 'said'] ['punct1', 'punct1', 'punct1'] ['intj69', 'intj65', 'intj69'] ['idsync35']",non-sarc
"['not', 'na', 'fool', 'out', 'developed', 'any', 'treasure', 'all', 'more'] ['gonna', 'developed'] ['nan'] [nan] [nan]",non-sarc
['nan'] ['nan'] ['nan'] [nan] [nan],non-sarc
"['was', 'who', 'go', 'forward', 'not', 'citizens', 'country'] ['was', 'go'] ['nan'] ['intj107'] [nan]",sarc
['grandfather'] ['nan'] ['nan'] [nan] [nan],non-sarc
"['head', 'testicles'] ['nan'] ['nan'] [nan] [nan]",non-sarc
"['I', 'was', 'getting', 'fed', 'up', 'watching', 'pm', 'Malaysia'] ['was', 'getting', 'fed', 'watching'] ['nan'] [nan] [nan]",non-sarc
"['is', 'O', 'devil', 'will', 'be', 'advanced'] ['is', 'will', 'be', 'advanced'] ['nan'] [nan] [nan]",non-sarc
"['Malaysia', 'continues', 'advance', 'people', 'life', 'miserable'] ['continues', 'advance'] ['nan'] ['intj51'] [nan]",sarc
"['can', 'go', 'forward', 'economic', 'uncertainty', 'ahead', 'ha', 'ha', 'back', 'is', 'it', 'really', 'wise'] ['can', 'go', 'ha', 'is', 'wise'] ['nan'] ['intj47', 'intj47'] [nan]",sarc
"['nan'] ['nan'] ['punct2', 'punct2', 'punct1', 'punct1', 'punct1'] ['intj107'] [nan]",non-sarc
"['chat', 'sorts', 'people', 'not', 'attending', 'school'] ['attending'] ['nan'] [nan] [nan]",non-sarc
"['self', 'indulgent', 'is', 'sucker'] ['is'] ['nan'] [nan] [nan]",sarc
"['advanced', 'grandmother', 'is', 'expensive', 'sardine', 'tin', 'was', 'already', 'a', 'very', 'expensive', 'one', 'is', 'vote'] ['is', 'was', 'is', 'barisan'] ['nan'] [nan] [nan]",sarc
"['money', 'were', 'getting', 'a'] ['were', 'getting'] ['nan'] [nan] [nan]",sarc
['fool'] ['nan'] ['nan'] ['intj83'] [nan],sarc
"['crazy', 'fool'] ['crazy'] ['nan'] [nan] [nan]",non-sarc
"['hilarious', 'kinds', 'forward', 'only', 'economic', 'good', 'be', 'true', 'ready', 'later'] ['be'] ['nan'] [nan] [nan]",sarc
"['government', 'is', 'people', 'only', 'developed', 'abdominal', 'belt'] ['is', 'developed'] ['nan'] [nan] [nan]",sarc
"['it', 'is', 'very', 'advanced', 'die', 'fast', 'pm'] ['is'] ['nan'] [nan] [nan]",sarc
"['head', 'brain'] ['head'] ['nan'] [nan] [nan]",non-sarc
"['intercourse', 'is', 'warm', 'hearts', 'all', 'present', 'make', 'expensive'] ['is'] ['nan'] [nan] [nan]",non-sarc
"['is', 'called', 'guided', 'democracy', 'he', 'went'] ['is', 'called', 'went'] ['nan'] [nan] [nan]",sarc
"['why', 'is', 'a', 'love', 'fool', 'frankly', 'ore', 'is', 'under', 'sheer', 'pressure', 'now', 'economy', 'is', 'stable', 'why', 'sitting', 'up', 'exhausted', 'bare', 'many', 'more', 'were', 'not', 'sitting', 'pull', 'out', 'more', 'tax', 'subsidies', 'trying', 'answer', 'animals', 'also', 'do', 'also', 'stupid'] ['is', 'is', 'is', 'sitting', 'exhausted', 'were', 'sitting', 'pull', 'wak', 'm', 'trying', 'answer', 'do', 'stupid'] ['nan'] ['intj56', 'intj69'] [nan]",non-sarc
"['base', 'obtuse'] ['nan'] ['punct2', 'punct2', 'punct2'] [nan] [nan]",non-sarc
"['I', 'pm', 'not', 'aware', 'problem', 'poor', 'economy', 'devastated', 'turned', 'back', 'face'] ['pm', 'aware', 'devastated', 'turned'] ['punct2', 'punct2', 'punct2', 'punct2', 'punct2', 'punct2'] [nan] [nan]",non-sarc
"['s', 'a', 'm', 'h', 'm', 'a', 'go', 'a', 's', 'a', 'a', 'r', 'a', 't', 'a', 'good'] ['s', 'm', 'go'] ['nan'] [nan] [nan]",non-sarc
"['advanced', 'print', 'poor', 'people'] ['advanced', 'print'] ['nan'] [nan] [nan]",sarc
"['Malaysia', 'is', 'indeed', 'clever', 'Singapore', 'economy', 'may', 'lose'] ['is', 'may', 'lose'] ['nan'] ['intj53', 'intj92'] [nan]",sarc
"['jib', 'head', 'brain'] ['head'] ['nan'] [nan] [nan]",non-sarc
"['I', 'do', 'not', 'know', 'it', 'wanted', 'quit', 'can', 'not', 'see', 'people', 'happy', 'life'] ['do', 'know', 'wanted', 'quit', 'can', 'see'] ['nan'] [nan] [nan]",non-sarc
"['Malaysia', 'advanced', 'fool', 'there', 'is'] ['advanced', 'is'] ['nan'] ['intj65'] [nan]",sarc
"['chat', 'can', 'already', 'collapsed'] ['can', 'collapsed'] ['nan'] ['intj107'] [nan]",sarc
"['congratulations', 'pm'] ['pm'] ['nan'] [nan] [nan]",non-sarc
"['please', 'die', 'quickly', 'please'] ['die', 'please'] ['nan'] ['intj61', 'intj61'] [nan]",non-sarc
"['head', 'brain', 'mu'] ['nan'] ['nan'] ['intj107'] [nan]",non-sarc
"['developed', 'many', 'poor', 'people', 'go', 'forward', 'he', 'only', 'one'] ['developed', 'go', 'he', 's'] ['nan'] ['intj69'] [nan]",sarc
"['theory', 'is', 'head', 'penis'] ['is'] ['punct1'] ['intj69'] [nan]",non-sarc
['nan'] ['wak'] ['nan'] [nan] [nan],non-sarc
"['father', 'is', 'Tun'] ['is'] ['nan'] ['intj104'] [nan]",non-sarc
"['developed', 'people', 'suffering', 'first', 'forever'] ['developed', 'suffering'] ['nan'] [nan] [nan]",non-sarc
"['forward', 'it', 'sink', 'pm'] ['sink'] ['nan'] [nan] [nan]",sarc
"['close', 'so', 'enjoyed'] ['enjoyed'] ['nan'] [nan] [nan]",sarc
['full'] ['nan'] ['nan'] [nan] [nan],sarc
"['more', 'more', 'foolish', 'speeches', 'goodness'] ['najib'] ['punct2', 'punct2', 'punct2'] ['intj44'] [nan]",non-sarc
"['can', 'not', 'lie', 'people', 'but', 'not', 'God'] ['can', 'lie'] ['nan'] [nan] [nan]",sarc
"['head', 'advanced', 'brain', 'mu'] ['nan'] ['nan'] ['intj107'] [nan]",non-sarc
"['business', 'forward', 'even', 'loss'] ['nan'] ['nan'] [nan] [nan]",sarc
"['most', 'advanced', 'bastard', 'greeting', 'donation'] ['greeting'] ['nan'] [nan] [nan]",non-sarc
"['developed', 'countries', 'people', 'retreat'] ['retreat'] ['nan'] [nan] [nan]",non-sarc
['misbegotten'] ['nan'] ['nan'] [nan] [nan],non-sarc
"['head', 'brain'] ['head'] ['nan'] [nan] [nan]",non-sarc
"['advanced', 'in', 'terms', 'tax', 'collection', 'keep', 'it', 'up', 'all', 'people', 'who', 'have', 'bear'] ['advanced', 'keep', 'have', 'bear'] ['nan'] [nan] ['idsync131']",sarc
"['Malaysia', 'will', 'not', 'go', 'forward', 'but', 'minister'] ['will', 'go'] ['nan'] [nan] [nan]",sarc
"['people', 'less', 'happy', 'wishes'] ['nan'] ['punct3'] [nan] [nan]",non-sarc
"['head', 'brain'] ['head'] ['nan'] [nan] [nan]",non-sarc
"['developed', 'in', 'own', 'pocket', 'pack', 'hag', 'told', 'also', 'rights', 'Malays', 'Malay', 'kill', 'deported', 'alien', 'race', 'entry', 'also', 'let', 'more', 'intelligent', 'brain'] ['developed', 'told', 'malay', 'kill', 'deported', 'let'] ['nan'] [nan] [nan]",non-sarc
"['grandfather', 'thou', 'suffer', 'even', 'more', 'people', 'do', 'not', 'write'] ['suffer', 'do', 'write'] ['nan'] [nan] [nan]",non-sarc
"['weight', 'already'] ['ooi'] ['nan'] ['intj104'] [nan]",sarc
"['people', 'happy', 'despite', 'currency', 'plummeted'] ['plummeted'] ['nan'] [nan] [nan]",sarc
"['Jewish', 'temperament', 'rub', 'people', 'money', 'poor', 'rich', 'have', 'pay', 'Death', 'us', 'he', 'cronies', 'wealthy'] ['have', 'pay', 'wealthy'] ['nan'] [nan] [nan]",non-sarc
"['advanced', 'oh', 'much', 'more', 'advanced'] ['oh', 'waa'] ['nan'] ['intj103', 'intj68'] [nan]",sarc
"['advanced', 'blind'] ['nan'] ['nan'] [nan] [nan]",sarc
"['ministers', 'ahead', 'skids'] ['nan'] ['nan'] [nan] [nan]",sarc
"['bald', 'head', 'brain', 'center', 'I', 'direct', 'jet', 'head', 'he'] ['direct', 'bangang'] ['nan'] [nan] [nan]",non-sarc
"['head', 'brain', 'is'] ['is'] ['punct2', 'punct2', 'punct2'] [nan] [nan]",non-sarc
"['some', 'die'] ['nan'] ['nan'] [nan] [nan]",non-sarc
['thank'] ['nan'] ['nan'] [nan] [nan],non-sarc
"['I', 'kind', 'crazy', 'people', 'saw', 'seems', 'insane'] ['saw', 'seems'] ['nan'] [nan] [nan]",non-sarc
"['went', 'wrong'] ['went'] ['nan'] [nan] [nan]",non-sarc
"['buffoonery', 'correct', 'title'] ['nan'] ['nan'] [nan] [nan]",sarc
"['head', 'brain'] ['nan'] ['nan'] [nan] [nan]",non-sarc
"['humping', 'people', 'money', 'already', 'advanced', 'word'] ['humping', 'advanced'] ['nan'] [nan] [nan]",sarc
['useless'] ['nan'] ['nan'] [nan] [nan],non-sarc
"['remember', 'remember', 'remember', 'remember', 'liar', 'bandits'] ['remember', 'remember', 'remember', 'remember'] ['nan'] [nan] [nan]",non-sarc
"['do', 'not'] ['do'] ['nan'] [nan] [nan]",non-sarc
"['head', 'but'] ['najib'] ['nan'] [nan] [nan]",non-sarc
"['advanced', 'head', 'testicles'] ['najib'] ['nan'] [nan] [nan]",non-sarc
"['title', 'developed', 'countries', 'in', 'order', 'be', 'able', 'live', 'people', 'already'] ['developed', 'be', 'live'] ['punct2', 'punct2', 'punct2'] ['intj69'] [nan]",non-sarc
"['so', 'called', 'let', 'papa', 'promises', 'style', 'whatever', 'he', 'wants', 'advance', 'development', 'further', 'depleted', 'forests', 'cleared', 'old', 'leaked', 'bank', 'n', 'pocket', 'is', 'done', 'government', 'a', 'bit', 'long', 'live', 'accommodate', 'government', 'ice', 'is', 'forced', 'people', 'have', 'become', 'like', 'a', 'cow', 'puppet', 'all', 'make', 'government', 'death'] ['promises', 'whatever', 'wants', 'advance', 'cleared', 'is', 'done', 'live', 'accommodate', 'is', 'forced', 'have', 'become', 'make'] ['punct1', 'punct1', 'punct2', 'punct2'] ['intj111', 'intj52'] [nan]",non-sarc
"['eat', 'a', 'lot', 'public', 'money', 'is', 'well', 'developed', 'countries', 'continue', 'back'] ['eat', 'is', 'continue', 'back'] ['nan'] [nan] [nan]",sarc
"['last', 'said', 'he', 'entered', 'stable', 'economic', 'news', 'now', 'also', 'talk', 'economic', 'uncertainty', 'I', 'do', 'not', 'understand'] ['said', 'entered', 'do', 'understand'] ['nan'] ['intj56'] [nan]",non-sarc
"['it'] ['nan'] ['punct1', 'punct1', 'punct1'] [nan] [nan]",sarc
"['is', 'going', 'forward', 'are', 'not', 'sure', 'economy', 'forward', 'blasted', 'thing', 'belly', 'a', 'sister', 'rose', 'only', 'appears'] ['is', 'going', 'are', 'blasted', 'rose', 'appears'] ['punct1', 'punct1'] ['intj69'] [nan]",sarc
"['ahead', 'it', 'was', 'have', 'drink', 'toddy'] ['was', 'have', 'drink'] ['punct1'] [nan] [nan]",sarc
"['grow', 'economy', 'is', 'not', 'stable', 'bowl'] ['grow', 'is'] ['punct2'] [nan] [nan]",non-sarc
['devil'] ['nan'] ['nan'] [nan] [nan],non-sarc
"['advanced', 'fool'] ['nan'] ['nan'] ['intj92'] [nan]",sarc
"['pm', 'a', 'blessed', 'nation'] ['pm'] ['nan'] [nan] [nan]",non-sarc
"['talk', 'brain', 'so'] ['nan'] ['nan'] [nan] [nan]",sarc
"['there', 'is', 'severe', 'there', 'is', 'a', 'plus', 'advanced', 'got', 'pm'] ['is', 'is', 'got'] ['nan'] ['intj65', 'intj65', 'intj92'] [nan]",sarc
"['is', 'destroyed'] ['is', 'destroyed', 'ooi'] ['nan'] ['intj104'] [nan]",non-sarc
"['said', 'Malaysia', 'is', 'only', 'advanced', 'never', 'feel', 'bad', 'about', 'asbestos'] ['said', 'is', 'feel'] ['nan'] [nan] [nan]",sarc
"['stupid', 'stupid'] ['nan'] ['nan'] [nan] [nan]",non-sarc
['advanced'] ['nan'] ['nan'] [nan] [nan],sarc
"['go', 'hell', 'is', 'wrong', 'days'] ['go', 'hell', 'is', 'maki'] ['nan'] [nan] [nan]",non-sarc
"['hilarious', 'crazy', 'I', 'think'] ['think'] ['punct2', 'punct2'] [nan] [nan]",sarc
"['Why', 'it', 'is', 'so', 'feint', 'innocent', 'habit', 'say', 'not', 'right'] ['is', 'say'] ['punct1', 'punct1'] [nan] [nan]",sarc
"['head', 'brain'] ['nan'] ['nan'] [nan] [nan]",non-sarc
"['stupid', 'has', 'pm'] ['has', 'pm'] ['nan'] [nan] [nan]",non-sarc
"['correction', 'citizens', 'continue', 'promote', 'Malaysia', 'despite', 'economic', 'uncertainty'] ['continue', 'promote'] ['nan'] [nan] [nan]",sarc
['nan'] ['nan'] ['nan'] ['intj111'] [nan],non-sarc
['brain'] ['nan'] ['nan'] [nan] [nan],non-sarc
"['thrive', 'debt'] ['nan'] ['nan'] [nan] [nan]",sarc
